회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
경남스틸(주),039240,2018/12,109.98,7.01,7.53,3.32,4.43,1.9,,,,,,
경남스틸(주),039240,2019/12,127.28,7.68,9.44,3.71,5.68,2.24,,,,,,
경남스틸(주),039240,2020/12,119.01,7,9.82,3.4,5.64,2.12,,,,,,
경남스틸(주),039240,2021/12,136.92,7.93,9.51,3.79,5.7,2.28,,,,,,
경남제약(주),053950,2011/12,2.86,1.45,3.4,2.06,0.67,0.5,,,,,,
경남제약(주),053950,2012/12,2.13,1.26,3.42,1.88,0.68,0.5,,,,,,
경남제약(주),053950,2013/12,2.42,1.27,3.49,1.83,0.68,0.5,,,,,,
경남제약(주),053950,2014/12,7.18,1.93,5.56,3.11,0.93,0.72,,,,,,
경남제약(주),053950,2015/12,7.35,2.15,6.78,2.73,1.18,0.82,,,,,,
경남제약(주),053950,2016/12,7.07,2.39,7.33,2.36,1.36,0.86,,,,,,
경남제약(주),053950,2017/12,7.14,2.45,7.9,2.5,1.2,0.81,,,,,,
경남제약(주),053950,2018/12,7.04,2.48,6.68,1.87,1.32,0.77,6.74,2.61,5.88,1.43,1.71,0.78
경남제약(주),053950,2019/12,6.13,2.84,5.52,0.99,2.4,0.7,6.11,2.83,5.38,0.99,2.39,0.7
경남제약(주),053950,2020/12,8.17,2.93,7.56,1.18,1.71,0.7,8.23,2.95,7.37,1.2,1.72,0.71
경남제약(주),053950,2021/12,6.94,1.97,5.99,1,1.07,0.52,6.89,1.96,5.47,1,1.06,0.51
경동제약(주),011040,2011/12,9.39,2.8,8.16,0.88,3.79,0.72,9.38,2.8,7.92,0.88,3.78,0.71
경동제약(주),011040,2012/12,9.04,2.71,7.46,0.81,3.67,0.66,9.18,2.71,6.79,0.82,3.53,0.66
경동제약(주),011040,2013/12,9.76,2.84,6.84,0.82,4.48,0.69,9.8,2.73,5.81,0.82,3.98,0.68
경동제약(주),011040,2014/12,11.21,2.7,6.96,0.85,5.04,0.72,11.29,2.59,5.9,0.85,4.47,0.72
경동제약(주),011040,2015/12,11,2.2,7.07,0.76,5.18,0.66,11.19,2.14,6.11,0.77,4.59,0.66
경동제약(주),011040,2016/12,11.57,2.22,7.73,0.76,6.17,0.68,11.68,2.19,6.75,0.77,5.39,0.67
경동제약(주),011040,2017/12,12.93,2.48,7.51,0.82,6.3,0.73,13.1,2.5,6.83,0.83,5.73,0.73
경동제약(주),011040,2018/12,12.91,2.53,6.91,0.81,5.14,0.7,13.21,2.58,6.56,0.82,4.97,0.7
경동제약(주),011040,2019/12,12.96,2.66,7.14,0.81,3.89,0.67,13,2.67,6.84,0.78,3.81,0.65
경동제약(주),011040,2020/12,11.76,2.27,6.53,0.71,4.32,0.61,11.88,2.29,6.43,0.7,4.27,0.6
경동제약(주),011040,2021/12,11.03,2.01,6.07,0.66,5.82,0.6,11.32,2.05,6.05,0.68,5.89,0.61
경창산업(주),024910,2011/12,49.27,1.76,12.42,6.09,1.38,1.12,51.39,1.7,9.83,5.57,1.29,1.05
경창산업(주),024910,2012/12,48.56,1.72,11.14,5.71,1.33,1.08,48.19,1.77,10.81,4.87,1.38,1.08
경창산업(주),024910,2013/12,56.85,1.96,13.53,6.05,1.59,1.26,59.98,2.05,12.86,5.56,1.65,1.27
경창산업(주),024910,2014/12,59.33,1.9,13.32,5.41,1.55,1.21,62.96,1.98,12.62,4.9,1.62,1.22
경창산업(주),024910,2015/12,58.49,1.88,12.9,4.89,1.46,1.13,68.22,2,11.11,4.57,1.51,1.14
경창산업(주),024910,2016/12,61.31,1.92,12.88,4.81,1.46,1.12,73.55,1.96,9.97,4.52,1.42,1.08
경창산업(주),024910,2017/12,53.38,1.39,9.97,3.37,1.21,0.89,62.67,1.39,8.06,3.26,1.17,0.86
경창산업(주),024910,2018/12,37.53,1.34,11.68,3.66,1.27,0.94,44.7,1.33,9.27,3.37,1.25,0.91
경창산업(주),024910,2019/12,25.17,1.35,12.4,5.27,1.14,0.94,29.67,1.33,9.08,4.15,1.12,0.88
경창산업(주),024910,2020/12,23.39,1.42,11.69,6.94,1.11,0.96,27.16,1.39,8.74,5.08,1.09,0.89
경창산업(주),024910,2021/12,27.61,1.75,13.97,7.35,1.41,1.18,31.47,1.69,10.22,5.52,1.37,1.1
고려신용정보(주),049720,2011/12,11.27,26.76,0,6.96,12.02,4.41,,,,,,
고려신용정보(주),049720,2012/12,11.48,31.67,0,6.66,12.78,4.38,11.66,34.45,911.66,6.74,10.85,4.16
고려신용정보(주),049720,2013/12,11.08,33.89,0,6.36,10.94,4.02,11.53,34.1,478.3,6.7,10.26,4.05
고려신용정보(주),049720,2014/12,11.26,40.53,0,6.29,8.57,3.63,11.42,38.47,330.61,6.6,8.63,3.74
고려신용정보(주),049720,2015/12,11.52,51.65,0,5.84,8.08,3.39,11.59,48.86,610.39,5.96,8.09,3.43
고려신용정보(주),049720,2016/12,11.82,60.34,0,5.29,8.24,3.22,11.87,57.98,3345.32,5.29,8.26,3.22
고려신용정보(주),049720,2017/12,12.28,56.47,0,5.15,8.59,3.22,,,,,,
고려신용정보(주),049720,2018/12,14.48,57.14,0,5.68,8.74,3.44,,,,,,
고려신용정보(주),049720,2019/12,16.26,23.1,0,5.54,6.33,2.95,16.29,13.9,0,5.16,4.45,2.39
고려신용정보(주),049720,2020/12,18.34,10.34,0,5.03,4.77,2.45,18.63,10.4,0,5.15,3.96,2.24
고려신용정보(주),049720,2021/12,19.89,8.04,0,4.63,4.37,2.25,20.31,8.16,0,4.66,3.25,1.91
고려제약(주),014570,2011/12,8.46,2.83,6.23,1.02,2.28,0.71,,,,,,
고려제약(주),014570,2012/12,7.98,2.7,5.57,0.93,2.31,0.66,,,,,,
고려제약(주),014570,2013/12,7.56,2.62,4.78,0.87,2.41,0.64,,,,,,
고려제약(주),014570,2014/12,8.25,2.95,4.94,0.94,3.08,0.72,,,,,,
고려제약(주),014570,2015/12,8.62,3.14,4.87,0.96,4.14,0.78,,,,,,
고려제약(주),014570,2016/12,10.06,3.75,6.07,1.07,5.74,0.9,,,,,,
고려제약(주),014570,2017/12,10.07,3.76,6.37,1,5.66,0.85,,,,,,
고려제약(주),014570,2018/12,9.46,3.78,5.64,0.87,5.21,0.74,,,,,,
고려제약(주),014570,2019/12,10.1,4.05,5.23,0.87,5.3,0.75,,,,,,
고려제약(주),014570,2020/12,12.14,4.69,5.91,0.98,5.74,0.84,,,,,,
고려제약(주),014570,2021/12,13.54,5.38,6.3,1.01,6.1,0.87,,,,,,
광진실업(주),026910,2011/12,24.96,3.75,4.17,3,2.87,1.47,,,,,,
광진실업(주),026910,2012/12,22.89,3.67,3.7,2.55,2.69,1.31,,,,,,
광진실업(주),026910,2013/12,17.56,3.08,3.68,1.98,2.68,1.14,,,,,,
광진실업(주),026910,2014/12,14.59,2.7,3.52,1.66,2.87,1.05,,,,,,
광진실업(주),026910,2015/12,13.15,2.34,3.12,1.48,2.89,0.98,,,,,,
광진실업(주),026910,2016/12,11.94,2.09,3.08,1.34,2.95,0.92,,,,,,
광진실업(주),026910,2017/12,13.27,2.45,3.95,1.48,3.88,1.07,,,,,,
광진실업(주),026910,2018/12,13.63,2.65,4.29,1.5,5.15,1.16,,,,,,
광진실업(주),026910,2019/12,13.42,2.72,4.23,1.5,5.67,1.19,,,,,,
광진실업(주),026910,2020/12,13.42,2.76,4.47,1.62,4.43,1.19,,,,,,
광진실업(주),026910,2021/12,17.04,3.1,4.58,2.15,3.92,1.39,,,,,,
국일신동(주),060480,2011/12,,,,,,,,,,,,
국일신동(주),060480,2012/12,7.94,1.09,4.32,0.95,2.33,0.67,,,,,,
국일신동(주),060480,2013/12,8.87,1.21,4.95,1.09,2.41,0.75,,,,,,
국일신동(주),060480,2014/12,7.06,1.16,3.67,0.96,2.15,0.67,,,,,,
국일신동(주),060480,2015/12,5.42,1.04,2.85,0.78,2.43,0.59,,,,,,
국일신동(주),060480,2016/12,5,0.97,3.89,0.72,3.45,0.6,,,,,,
국일신동(주),060480,2017/12,6.01,1.16,6.24,0.84,5.03,0.72,,,,,,
국일신동(주),060480,2018/12,5.28,1.01,4,0.71,4.63,0.62,,,,,,
국일신동(주),060480,2019/12,5.16,0.98,3.35,0.65,4.71,0.57,,,,,,
국일신동(주),060480,2020/12,4.54,0.86,3.28,0.53,4.47,0.48,,,,,,
국일신동(주),060480,2021/12,5.07,0.97,3.63,0.59,5.24,0.53,,,,,,
국일제지(주),078130,2011/12,5.72,5.16,5.28,1.59,1.14,0.66,22.99,1.79,4.56,4.3,1.12,0.89
국일제지(주),078130,2012/12,5.65,3.61,4.61,1.65,1.05,0.64,14.06,1.51,3.38,3.25,0.72,0.59
국일제지(주),078130,2013/12,5.26,2.59,4.45,1.66,1.08,0.65,10.74,1.71,3.73,2.81,0.8,0.62
국일제지(주),078130,2014/12,4.87,2.43,4.06,1.54,1.28,0.7,9.69,1.61,3.71,2.85,1.12,0.81
국일제지(주),078130,2015/12,4.09,2.16,3.06,1.02,0.95,0.49,,,,,,
국일제지(주),078130,2016/12,3.69,2.13,2.98,0.77,0.83,0.4,,,,,,
국일제지(주),078130,2017/12,3.79,2.31,3.6,0.78,0.92,0.42,,,,,,
국일제지(주),078130,2018/12,4.18,2.16,3.93,0.86,0.91,0.44,,,,,,
국일제지(주),078130,2019/12,7,2.04,4.43,1.68,1.2,0.7,6.81,1.45,3.36,1.91,1.03,0.67
국일제지(주),078130,2020/12,8.02,1.61,4.43,1.77,1.45,0.8,8.02,1.52,4.43,1.77,1.43,0.79
국일제지(주),078130,2021/12,7.52,1.39,4.11,1.39,1.48,0.72,7.52,1.3,4.11,1.39,1.45,0.71
글로벌에스엠테크리미티드,900070,2011/12,,,,,,,4.36,2.8,8.8,1.04,4.75,0.86
글로벌에스엠테크리미티드,900070,2012/12,,,,,,,3.96,2.63,9.28,0.98,4.15,0.79
글로벌에스엠테크리미티드,900070,2013/12,,,,,,,3.78,2.57,9.39,0.98,3.56,0.77
글로벌에스엠테크리미티드,900070,2014/12,,,,,,,3.12,2.34,8.17,0.85,2.83,0.65
글로벌에스엠테크리미티드,900070,2015/12,,,,,,,3.37,2.3,6.51,0.97,1.91,0.64
글로벌에스엠테크리미티드,900070,2016/12,,,,,,,3.87,2.64,6.55,1.22,1.95,0.75
글로벌에스엠테크리미티드,900070,2017/12,,,,,,,3.48,2.79,6.4,1.13,2.18,0.75
글로벌에스엠테크리미티드,900070,2018/12,,,,,,,3.53,2.94,6.35,1.14,2.45,0.78
글로벌에스엠테크리미티드,900070,2019/12,,,,,,,3.71,3.17,6.62,1.2,2.75,0.83
글로벌에스엠테크리미티드,900070,2020/12,,,,,,,3.32,2.75,5.91,1.05,2.41,0.73
글로벌에스엠테크리미티드,900070,2021/12,,,,,,,3.74,3.13,5.99,1.17,2.83,0.83
글로벌텍스프리(주),204620,2014/12,,,,,,,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,,,,,,,
글로벌텍스프리(주),204620,2017/12,2.94,11.12,0,0.41,3.95,0.37,3.45,9.3,0,0.51,2.77,0.43
글로벌텍스프리(주),204620,2018/12,3.46,14.84,0,0.46,1.61,0.36,4.31,12.45,0,0.6,1.66,0.44
글로벌텍스프리(주),204620,2019/12,3.41,11.32,0,0.62,1.24,0.42,4.22,10.88,0,0.81,1.3,0.5
글로벌텍스프리(주),204620,2020/12,0.42,1.67,0,0.1,0.27,0.08,0.54,1.62,9.75,0.13,0.26,0.09
글로벌텍스프리(주),204620,2021/12,0.3,4.39,19.74,0.08,0.35,0.07,1.74,10.01,21.62,0.45,1.12,0.32
글로본(주),019660,2011/03,,,,,,,,,,,,
글로본(주),019660,2012/03,,,,,,,,,,,,
글로본(주),019660,2013/03,,,,,,,,,,,,
글로본(주),019660,2014/03,,,,,,,,,,,,
글로본(주),019660,2015/03,,,,,,,,,,,,
글로본(주),019660,2016/03,,,,,,,,,,,,
글로본(주),019660,2017/12,0.51,5.56,8.24,0.3,1.5,0.25,,,,,,
글로본(주),019660,2018/12,2.13,28.8,36.55,1.15,2.45,0.78,,,,,,
글로본(주),019660,2019/12,0.72,4.59,18.21,0.42,0.64,0.26,,,,,,
글로본(주),019660,2020/12,0.28,1.42,16.33,0.22,0.27,0.12,,,,,,
글로본(주),019660,2021/12,0.33,2.3,10.11,0.29,0.28,0.14,0.31,2.3,5.95,0.29,0.11,0.08
금강제강(주),105070,2011/12,45.05,2.55,4.77,2.33,1.57,0.94,49.7,2.12,4.77,2.53,1.41,0.9
금강철강(주),053260,2011/12,29.32,20.04,20.79,3.62,8.56,2.54,29.38,17.68,20.83,3.66,8.08,2.52
금강철강(주),053260,2012/12,25.98,18.26,14.43,2.93,6.87,2.06,26.01,14.31,14.42,2.95,6.37,2.02
금강철강(주),053260,2013/12,25,17.9,14.6,2.65,7.12,1.93,25.03,14,14.58,2.64,6.8,1.9
금강철강(주),053260,2014/12,20.3,14.79,14.75,2.06,6.72,1.57,20.34,11.51,14.74,2.05,6.38,1.55
금강철강(주),053260,2015/12,16.12,12.36,13.98,1.56,6.16,1.25,16.18,9.54,13.99,1.56,5.78,1.23
금강철강(주),053260,2016/12,16.44,13.29,20.1,1.53,6.55,1.24,16.5,10.29,20.11,1.52,6.12,1.22
금강철강(주),053260,2017/12,19.93,16.38,23.41,1.83,8.75,1.51,20,12.86,23.43,1.82,8.14,1.49
금강철강(주),053260,2018/12,19.67,15.3,20.65,1.81,8.99,1.51,19.78,12.32,20.72,1.8,8.32,1.48
금강철강(주),053260,2019/12,17.27,12.84,19.92,1.58,7.17,1.29,17.38,10.56,20,1.56,6.73,1.27
금강철강(주),053260,2020/12,17.67,13.28,18.78,1.61,6.77,1.3,17.77,10.88,18.85,1.59,6.44,1.27
금강철강(주),053260,2021/12,23.86,18.36,26.41,2.1,8.43,1.68,23.96,14.84,26.49,2.05,7.98,1.63
금양그린파워(주),282720,2011/12,,,,,,,,,,,,
금양그린파워(주),282720,2012/12,,,,,,,,,,,,
금양그린파워(주),282720,2013/12,,,,,,,,,,,,
금양그린파워(주),282720,2014/12,,,,,,,,,,,,
금양그린파워(주),282720,2015/12,,,,,,,,,,,,
금양그린파워(주),282720,2016/12,,,,,,,,,,,,
금양그린파워(주),282720,2017/12,,,,,,,,,,,,
금양그린파워(주),282720,2018/12,,,,,,,,,,,,
금양그린파워(주),282720,2019/12,,,,,,,,,,,,
금양그린파워(주),282720,2020/12,,,,,,,,,,,,
금양그린파워(주),282720,2021/12,33.7,65.88,0,3.12,3.87,1.73,38.36,45.45,0,3.19,3.89,1.75
나노씨엠에스(주),247660,2011/12,,,,,,,,,,,,
나노씨엠에스(주),247660,2012/12,,,,,,,,,,,,
나노씨엠에스(주),247660,2013/12,,,,,,,,,,,,
나노씨엠에스(주),247660,2014/12,,,,,,,,,,,,
나노씨엠에스(주),247660,2015/12,,,,,,,,,,,,
나노씨엠에스(주),247660,2016/12,5.09,1.08,2.2,1.4,0.54,0.39,,,,,,
나노씨엠에스(주),247660,2017/12,3.89,0.86,1.36,0.88,0.43,0.29,,,,,,
나노씨엠에스(주),247660,2018/12,3.71,0.9,1.04,0.89,0.42,0.29,,,,,,
나노씨엠에스(주),247660,2019/12,3.26,0.75,0.88,1.33,0.32,0.26,,,,,,
나노씨엠에스(주),247660,2020/12,3.05,0.72,0.95,1,0.34,0.25,,,,,,
나노씨엠에스(주),247660,2021/12,2.2,0.46,0.9,0.22,0.25,0.12,,,,,,
나노캠텍(주),091970,2011/12,11.74,2.04,21.65,1.16,4.3,0.92,16.96,2.69,13.02,1.68,4.26,1.21
나노캠텍(주),091970,2012/12,10.67,1.79,22.28,1.22,3.38,0.9,15.11,2.36,16.23,1.73,3.53,1.16
나노캠텍(주),091970,2013/12,11.99,1.83,21.2,1.29,3.03,0.91,17.52,2.36,15.94,1.88,3.24,1.19
나노캠텍(주),091970,2014/12,9.58,1.49,21.16,0.96,2.52,0.7,14.85,1.8,13.27,1.51,2.4,0.93
나노캠텍(주),091970,2015/12,7.58,1.25,23.14,0.79,2.05,0.57,12.3,1.51,13.67,1.37,2.03,0.82
나노캠텍(주),091970,2016/12,4.62,1.25,21.06,0.65,2.03,0.49,7.06,1.55,11.65,1.01,2.18,0.69
나노캠텍(주),091970,2017/12,4.63,1.85,21.66,0.8,2.86,0.63,6.47,2.22,12.05,1.09,3.21,0.81
나노캠텍(주),091970,2018/12,3.75,1.64,15.28,0.65,1.57,0.46,5.9,2.21,11.85,1,1.97,0.66
나노캠텍(주),091970,2019/12,1.78,0.93,7.45,0.34,1.03,0.25,4.05,1.86,9.41,0.76,1.7,0.52
나노캠텍(주),091970,2020/12,1.57,1.04,7.87,0.38,2.32,0.32,3.22,1.87,9.07,0.73,3.25,0.6
나노캠텍(주),091970,2021/12,1.46,1.12,9.86,0.44,0.98,0.3,3.35,2.18,10.03,0.91,1.92,0.62
나노팀(주),417010,2021/12,,,,,,,,,,,,
나라엠앤디(주),051490,2011/12,12.06,3.52,3.49,1.5,2.06,0.87,18.31,3.11,4.02,2.07,2.14,1.05
나라엠앤디(주),051490,2012/12,13.3,3.18,3.56,1.59,2.04,0.9,18.28,2.61,3.99,1.91,1.98,0.97
나라엠앤디(주),051490,2013/12,13.14,2.9,3.38,1.54,2.04,0.88,17.31,2.22,3.62,1.75,1.87,0.9
나라엠앤디(주),051490,2014/12,14.05,2.76,3.13,1.62,1.89,0.87,18.88,2.23,3.45,1.87,1.84,0.93
나라엠앤디(주),051490,2015/12,13.78,2.53,2.86,1.52,1.62,0.78,17.94,2.07,3.11,1.72,1.56,0.82
나라엠앤디(주),051490,2016/12,13.22,2.39,2.91,1.39,1.51,0.72,18.12,2.06,3.21,1.7,1.49,0.79
나라엠앤디(주),051490,2017/12,14.13,2.42,2.78,1.43,1.39,0.71,19.48,2.14,3.13,1.8,1.41,0.79
나라엠앤디(주),051490,2018/12,12.73,1.93,2.08,1.26,1.08,0.58,19.61,2,2.66,1.79,1.3,0.75
나라엠앤디(주),051490,2019/12,12.9,1.76,2.04,1.26,1.05,0.57,21.58,1.98,2.69,1.94,1.26,0.76
나라엠앤디(주),051490,2020/12,12.34,1.64,2.23,1.23,1.08,0.58,24.59,2.12,3.08,2.2,1.3,0.82
나라엠앤디(주),051490,2021/12,12.62,1.8,2.72,1.29,1.24,0.63,26.94,2.38,3.34,2.3,1.4,0.87
나무기술(주),167380,2011/12,,,,,,,,,,,,
나무기술(주),167380,2012/12,,,,,,,,,,,,
나무기술(주),167380,2013/12,,,,,,,,,,,,
나무기술(주),167380,2014/12,,,,,,,,,,,,
나무기술(주),167380,2015/12,,,,,,,,,,,,
나무기술(주),167380,2016/12,,,,,,,,,,,,
나무기술(주),242040,2016/12,,,,,,,,,,,,
나무기술(주),242040,2017/12,,,,,,,,,,,,
나무기술(주),167380,2017/12,35.71,242.67,89.78,6.86,4.12,2.57,51.9,182.77,21.65,8.04,2.94,2.15
나무기술(주),242040,2018/12,17.21,134.48,26.24,3.37,2.72,1.5,24.11,110.75,13.2,4.9,3.03,1.87
나무기술(주),242040,2019/12,20.74,124.75,23.07,3.66,2.86,1.61,30.04,101.58,10.37,5.38,2.81,1.85
나무기술(주),242040,2020/12,20.85,23.6,24.04,2.8,2.07,1.19,32.54,29.42,11.52,4.22,2.25,1.47
나무기술(주),242040,2021/12,19.7,6.6,20.03,1.95,1.8,0.94,28.35,8.74,13.09,2.66,2,1.14
나이스정보통신(주),036800,2011/12,30.03,8.37,65.05,3.57,2.63,1.51,,,,,,
나이스정보통신(주),036800,2012/12,35.61,9.2,63.22,3.54,2.18,1.35,,,,,,
나이스정보통신(주),036800,2013/12,40.13,10.22,67.39,3.05,1.93,1.18,,,,,,
나이스정보통신(주),036800,2014/12,45.1,11.06,65.55,2.62,1.72,1.04,,,,,,
나이스정보통신(주),036800,2015/12,52.78,10.95,59.52,2.4,1.66,0.98,,,,,,
나이스정보통신(주),036800,2016/12,55.32,11.12,59.63,2,2.15,1.04,63.41,12.66,63.76,2.09,1.41,0.84
나이스정보통신(주),036800,2017/12,48.66,12.8,44.32,1.47,2.69,0.95,73.29,17.81,66.74,2.2,1.36,0.84
나이스정보통신(주),036800,2018/12,48.04,18.76,36.82,1.26,3,0.89,83,28.34,63.57,2.15,1.27,0.8
나이스정보통신(주),036800,2019/12,43.54,26,31.11,1.02,3.29,0.78,90.58,36.71,64.39,2.07,1.21,0.76
나이스정보통신(주),036800,2020/12,41.76,41.42,33.95,0.93,2.83,0.7,103.87,48.31,83.7,2.2,1.17,0.77
나이스정보통신(주),036800,2021/12,45.37,40.9,33.79,0.94,2.45,0.68,134.09,58,99.34,2.59,1.32,0.87
나이스평가정보(주),030190,2011/12,3.84,11.63,0,1.38,4.6,1.06,7.63,17.46,12719.51,2.68,6.14,1.87
나이스평가정보(주),030190,2012/12,4.37,10.05,0,1.41,4.45,1.07,6.08,11.73,9537.05,1.94,4.35,1.34
나이스평가정보(주),030190,2013/12,5.62,9.28,0,1.66,5.08,1.25,7.32,11.35,195075.54,2.16,5.08,1.52
나이스평가정보(주),030190,2014/12,7.26,14.53,0,1.96,5.88,1.47,9.2,17.21,0,2.48,6.19,1.77
나이스평가정보(주),030190,2015/12,9.2,37.79,0,2.23,6.21,1.64,11.14,38.23,0,2.69,6.35,1.89
나이스평가정보(주),030190,2016/12,9.51,28.77,0,2,5.67,1.48,11.38,27.79,0,2.39,5.77,1.69
나이스평가정보(주),030190,2017/12,9.93,14.45,0,1.81,5.56,1.36,11.87,15.17,0,2.21,5.7,1.59
나이스평가정보(주),030190,2018/12,10.67,10.22,0,1.69,5.6,1.3,12.64,11.2,0,2.08,5.78,1.53
나이스평가정보(주),030190,2019/12,11.39,8.04,0,1.6,4.78,1.2,13.54,8.99,0,1.94,4.99,1.4
나이스평가정보(주),030190,2020/12,12.58,7.47,0,1.58,4.19,1.15,14.69,8.25,0,1.85,4.35,1.3
나이스평가정보(주),030190,2021/12,13.93,8.04,0,1.54,3.82,1.1,15.97,8.74,0,1.73,3.99,1.21
남화산업(주),111710,2011/12,,,,,,,,,,,,
남화산업(주),111710,2012/12,,,,,,,,,,,,
남화산업(주),111710,2013/12,,,,,,,,,,,,
남화산업(주),111710,2014/12,,,,,,,,,,,,
남화산업(주),111710,2015/12,,,,,,,,,,,,
남화산업(주),111710,2016/12,3.69,0.3,259.41,0.12,1.01,0.11,,,,,,
남화산업(주),111710,2017/12,4.06,0.33,322.09,0.13,1.1,0.11,,,,,,
남화산업(주),111710,2018/12,3.53,0.32,414.2,0.11,1.04,0.1,,,,,,
남화산업(주),111710,2019/12,3.64,0.35,593.19,0.11,1.19,0.1,,,,,,
남화산업(주),111710,2020/12,4.3,0.41,822.05,0.13,1.41,0.12,,,,,,
남화산업(주),111710,2021/12,6.29,0.61,1390.86,0.18,1.85,0.16,,,,,,
남화토건(주),091590,2011/12,19.49,27.84,1300.84,1.02,4.61,0.83,19.74,25.35,1254.88,0.88,4.54,0.74
남화토건(주),091590,2012/12,16.54,25.78,1293.32,0.93,4.74,0.78,17.06,24.07,1333.59,0.82,4.37,0.69
남화토건(주),091590,2013/12,14.84,26.36,0,0.9,5,0.76,15.28,24.6,0,0.79,4.18,0.66
남화토건(주),091590,2014/12,15.8,29.12,0,0.94,6.12,0.82,16.22,26.99,0,0.8,4.85,0.69
남화토건(주),091590,2015/12,8.33,16.05,0,0.49,4.01,0.44,8.59,14.88,0,0.41,2.93,0.36
남화토건(주),091590,2016/12,10.41,20.67,0,0.61,4.3,0.54,11,19.57,0,0.52,3.2,0.45
남화토건(주),091590,2017/12,10.53,21.1,3581.58,0.6,3.81,0.52,11.3,20.3,3845.54,0.51,2.9,0.43
남화토건(주),091590,2018/12,8.08,16.72,2748.2,0.45,3.03,0.39,8.81,16.27,2996.36,0.38,2.31,0.33
남화토건(주),091590,2019/12,9.05,19.44,0,0.49,3.2,0.43,9.15,17.48,0,0.39,2.35,0.34
남화토건(주),091590,2020/12,12.64,27.21,0,0.67,3.74,0.57,12.84,24.57,0,0.54,2.9,0.45
남화토건(주),091590,2021/12,17.95,38.88,0,0.9,4.81,0.76,18.59,35.79,0,0.73,3.8,0.61
넥스콘테크놀러지(주),038990,2011/12,36.35,7.15,10.59,5.28,1.89,1.39,43.03,5.6,8.47,6.52,1.91,1.48
노을(주),376930,2020/12,,,,,,,,,,,,
노을(주),376930,2021/12,0.33,0.23,0.78,0.79,0.08,0.07,0.33,0.22,0.78,0.79,0.08,0.07
농업회사법인(주)농우바이오,054050,2011/10,7.78,1.49,3.26,0.48,4.74,0.44,10.2,1.4,2.91,0.63,4.27,0.55
농업회사법인(주)농우바이오,054050,2013/09,9.45,1.4,2.4,0.44,4.57,0.4,11.42,1.21,1.97,0.53,4.16,0.47
농업회사법인(주)농우바이오,054050,2014/09,9.69,1.33,2.26,0.43,4.37,0.4,12.49,1.26,2,0.56,4.28,0.49
농업회사법인(주)농우바이오,054050,2015/09,10.98,1.53,2.14,0.46,3.4,0.41,13.54,1.39,1.82,0.56,3.35,0.48
농업회사법인(주)농우바이오,054050,2016/12,11.59,1.84,1.66,0.51,1.68,0.39,14.42,1.63,1.61,0.6,2.19,0.47
농업회사법인(주)농우바이오,054050,2017/12,12.25,1.97,1.73,0.52,1.63,0.4,14.61,1.65,1.51,0.61,1.76,0.45
농업회사법인(주)농우바이오,054050,2018/12,10.54,1.74,1.47,0.4,1.84,0.33,13.72,1.56,1.34,0.52,2.06,0.41
농업회사법인(주)농우바이오,054050,2019/12,11.38,1.74,1.49,0.41,2.39,0.35,15.13,1.61,1.38,0.53,2.59,0.44
농업회사법인(주)농우바이오,054050,2020/12,12.27,1.73,1.48,0.43,2,0.36,16.22,1.61,1.36,0.56,2.1,0.44
농업회사법인(주)농우바이오,054050,2021/12,12.59,1.8,1.46,0.44,2.06,0.36,16.57,1.66,1.27,0.55,2,0.43
뉴지랩파마(주),214870,2011/12,,,,,,,,,,,,
뉴지랩파마(주),214870,2012/12,71.08,7.82,12.75,7.72,3.23,2.28,,,,,,
뉴지랩파마(주),214870,2013/12,64.78,7.15,12.38,5.47,3.93,2.29,,,,,,
뉴지랩파마(주),214870,2014/12,60.06,7.45,11.22,3.85,5.13,2.2,,,,,,
뉴지랩파마(주),214870,2015/12,36.15,9.36,8.9,2.74,7.26,1.99,,,,,,
뉴지랩파마(주),214870,2016/12,11.09,3.71,3.94,0.95,3.8,0.76,,,,,,
뉴지랩파마(주),214870,2017/12,9.44,3.16,4.91,0.85,1.32,0.52,8.69,3.2,5.22,0.81,0.86,0.42
뉴지랩파마(주),214870,2018/12,3.44,2.52,3.87,0.53,0.6,0.28,3.45,2.53,3.89,0.54,0.6,0.28
뉴지랩파마(주),214870,2019/12,9.74,18.7,8.68,1.9,2.46,1.07,9.74,18.67,8.68,1.94,2.45,1.08
뉴지랩파마(주),214870,2020/12,4.02,11.04,3.91,0.74,0.95,0.42,4.03,10.91,3.91,0.83,0.95,0.44
뉴지랩파마(주),214870,2021/12,1.68,5.37,4.96,0.37,0.36,0.18,1.9,4.96,10.7,1.02,0.35,0.26
닉스테크(주),063840,2011/12,,,,,,,,,,,,
닉스테크(주),063840,2012/12,4.96,5.85,43.58,1.95,2.51,1.1,,,,,,
닉스테크(주),063840,2013/12,5.62,6.64,51.07,2.01,2.7,1.15,,,,,,
닉스테크(주),063840,2014/12,5.39,4.79,70.53,1.68,2.21,0.96,,,,,,
