회사명,거래소코드,회계년도,총자본정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),매출액총이익률(IFRS),금융비용부담률(IFRS),경영자본순이익률(IFRS),총자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),총자본순이익률(IFRS연결),매출액총이익률(IFRS연결),금융비용부담률(IFRS연결),경영자본순이익률(IFRS연결)
이원컴포텍(주),088290,2019/12,4.09,11.7,4.49,7.14,0.44,4.81,3.84,16.8,6.71,7.66,0.69,7.15
이원컴포텍(주),088290,2020/12,-13.32,-130.34,-47.78,1.71,3.41,-59.75,-13.96,-98.76,-40.59,1.88,3.53,-49.85
이원컴포텍(주),088290,2021/12,2.18,-10.47,-5.57,11.18,4.2,-8.33,,,,,,
이트론(주),096040,2011/12,-23.86,-26.13,-23.87,7.63,-2.61,-41.99,-41.61,-48.14,-41.2,-1.67,-2.69,-58.2
이트론(주),096040,2012/12,-5.99,-7.86,-7.47,38.31,-8.34,-14.06,-22.73,-24.79,-25.45,19.93,-1.46,-35.86
이트론(주),096040,2013/12,5.81,2.53,1.86,23.11,1.46,2.8,5.14,12.35,5.03,17.93,1.2,5.45
이트론(주),096040,2014/12,0.35,-7.62,-5.35,21.56,0.35,-6.77,,,,,,
이트론(주),096040,2015/12,-11.91,-25.19,-18.94,6.69,-0.94,-22.36,,,,,,
이트론(주),096040,2016/12,-7.75,-23.27,-18.98,7.46,-1.12,-21.85,,,,,,
이트론(주),096040,2017/12,0.39,-3.76,-3.36,12.26,-6.1,-3.6,,,,,,
이트론(주),096040,2018/12,-8.85,-13.36,-12.45,5.86,-5.61,-17.97,,,,,,
이트론(주),096040,2019/12,-3.07,-5.74,-4.15,9.22,0.72,-9.62,-2.23,-4.83,-3.01,9.22,0.72,-6.12
이트론(주),096040,2020/12,0.42,-13.15,-8.36,12.67,8.42,-20.36,0.42,-13.31,-8.44,12.67,8.38,-15.47
이트론(주),096040,2021/12,-2.91,-5.09,-2.81,11.63,2.69,-5.74,-2.96,-7.35,-4.04,11.63,2.69,-6.86
이화공영(주),001840,2011/12,1.3,2.96,1.91,8.47,-0.75,2.3,,,,,,
이화공영(주),001840,2012/12,1.24,3.18,1.91,6.75,-0.72,2.3,,,,,,
이화공영(주),001840,2013/12,1.38,2.54,1.4,5.38,-0.31,1.68,,,,,,
이화공영(주),001840,2014/12,2.26,4.1,2.34,4.81,-0.25,2.79,,,,,,
이화공영(주),001840,2015/12,2.07,3.6,2.23,6.67,-0.35,2.64,,,,,,
이화공영(주),001840,2016/12,2.22,3.38,1.96,5.15,-0.18,2.32,,,,,,
이화공영(주),001840,2017/12,2.06,3.87,1.97,4.38,-0.19,2.33,,,,,,
이화공영(주),001840,2018/12,0.06,1.11,0.59,3.62,-0.29,0.72,,,,,,
이화공영(주),001840,2019/12,0.16,0.63,0.33,5.19,-0.35,0.41,,,,,,
이화공영(주),001840,2020/12,0.91,0.7,0.35,5.17,-0.19,0.42,,,,,,
이화공영(주),001840,2021/12,-5.06,-10.59,-4.94,1.58,-0.13,-5.95,,,,,,
이화전기공업(주),024810,2011/12,1.03,1.5,1.1,20.09,-0.12,1.45,0.41,1.46,0.76,21.04,0.25,0.83
이화전기공업(주),024810,2012/12,-5.23,-16.62,-12.46,13.61,0.19,-17.16,-5.24,-26.46,-19.98,8.15,1.27,-23.16
이화전기공업(주),024810,2013/12,-2.06,-29.28,-19.53,16.32,0.41,-29.99,-3.89,-34.51,-25.01,7.96,1.24,-31.46
이화전기공업(주),024810,2014/12,-8.62,-40.23,-22.11,5.36,0.01,-33.07,-12.63,-39.52,-30.42,3.62,3.05,-39.43
이화전기공업(주),024810,2015/12,1.56,-4.01,-2.15,18.1,2.13,-2.85,,,,,,
이화전기공업(주),024810,2016/12,0.98,-7.49,-5.01,18.51,1.58,-6.74,,,,,,
이화전기공업(주),024810,2017/12,0.45,6.62,5.5,20.04,-1.63,6.92,,,,,,
이화전기공업(주),024810,2018/12,-2.31,-1.34,-1.24,11.72,-7.63,-1.59,,,,,,
이화전기공업(주),024810,2019/12,0.28,0.04,0.04,15.74,-3.1,0.05,,,,,,
이화전기공업(주),024810,2020/12,-1.47,-8.04,-6.69,9.87,-5.54,-12,-1.44,-10.45,-7.8,9.87,-5.84,-14.53
이화전기공업(주),024810,2021/12,-0.89,11.35,8.26,12.84,1.1,17.54,-0.95,12.19,8.84,12.84,0.44,16.77
인바이오(주),352940,2011/12,,,,,,,,,,,,
인바이오(주),352940,2012/12,,,,,,,,,,,,
인바이오(주),352940,2013/12,,,,,,,,,,,,
인바이오(주),352940,2014/12,,,,,,,,,,,,
인바이오(주),352940,2015/12,,,,,,,,,,,,
인바이오(주),352940,2016/12,,,,,,,,,,,,
인바이오(주),352940,2017/12,,,,,,,,,,,,
인바이오(주),352940,2018/12,,,,,,,,,,,,
인바이오(주),352940,2019/12,7.16,3.61,1.64,37.84,6.9,1.69,,,,,,
인바이오(주),352940,2020/12,6.13,-13.64,-6.66,41.97,2.21,-6.89,,,,,,
인바이오(주),352940,2021/12,1.38,12.08,6.47,32.77,2.16,6.81,,,,,,
인베니아(주),079950,2011/12,-1.06,-3.05,-1.71,17.23,0.31,-1.71,,,,,,
인베니아(주),079950,2012/12,-20.8,-46.45,-22.32,-4.86,5.99,-22.71,-25.28,-61.93,-27.22,-3.61,5.84,-27.72
인베니아(주),079950,2013/12,7.96,13.25,4.92,20.98,0.96,5.08,8.13,13.38,4.99,20.79,0.93,5.07
인베니아(주),079950,2014/12,-5.91,-11.28,-3.85,13.5,1.43,-3.96,-5.99,-11.51,-3.91,12.93,1.36,-3.96
인베니아(주),079950,2015/12,5.78,5.49,2.06,23.52,1.39,2.11,5.07,3.6,1.34,23.05,1.3,1.35
인베니아(주),079950,2016/12,5.27,21.51,8.22,13.59,0.45,8.4,5.35,21.83,8.31,14.69,0.45,8.41
인베니아(주),079950,2017/12,6.81,2.74,0.93,13.39,0.53,0.97,6.77,2.6,0.89,14.44,0.54,0.91
인베니아(주),079950,2018/12,4.93,12.16,3.71,14.44,1.24,3.85,4.93,12.86,3.9,15.92,1.24,4
인베니아(주),079950,2019/12,2.8,4.2,1.14,15.13,1.59,1.17,2.39,2.57,0.68,17.34,1.6,0.69
인베니아(주),079950,2020/12,2.99,-12.8,-3.4,17.65,1.71,-3.46,2.9,-11.09,-2.9,18.28,1.71,-2.94
인베니아(주),079950,2021/12,6.66,26.84,8.89,18.04,1.37,9.01,6.54,26.12,8.72,19.59,1.37,8.82
인선이엔티(주),060150,2011/12,1.46,0.32,0.21,27.49,3.52,0.25,1.28,-0.21,-0.21,23.05,3.35,-0.22
인선이엔티(주),060150,2012/12,-0.38,-3.44,-2.13,25.55,4.78,-2.58,-0.79,-5.4,-3.12,21.39,4.17,-3.4
인선이엔티(주),060150,2013/12,0.61,6.31,3.64,26.87,5.3,4.55,0.07,1.07,0.53,24.75,6.97,0.64
인선이엔티(주),060150,2014/12,-0.18,-6.34,-3.52,23.48,5.96,-4.95,-0.13,-3.78,-1.91,21.35,5.53,-2.29
인선이엔티(주),060150,2015/12,2.29,0.98,0.55,30.22,3.74,0.86,2.77,-1.11,-0.61,23.81,6.27,-0.68
인선이엔티(주),060150,2016/12,5.56,1.26,0.7,35.25,4.31,1.15,6.1,0.31,0.16,25.13,3.49,0.17
인선이엔티(주),060150,2017/12,5.19,-1.42,-0.81,31.8,3.14,-1.32,7.31,1.91,1.05,24.26,2.21,1.15
인선이엔티(주),060150,2018/12,7.03,8.1,4.91,31.54,2.07,7.98,7.77,8.83,5.04,22.99,2.12,5.59
인선이엔티(주),060150,2019/12,8.38,6.27,3.94,35.05,1.45,6.06,8.94,8.58,5.02,25.12,1.41,5.43
인선이엔티(주),060150,2020/12,11.98,11.89,8.09,42.95,0.94,12.93,11.75,13.72,8.52,32.17,1.1,8.9
인선이엔티(주),060150,2021/12,8.44,6.6,4.82,39.68,0.74,8.72,8.54,7.67,5.09,25.84,0.7,5.4
인카금융서비스(주),211050,2013/12,,,,,,,,,,,,
인카금융서비스(주),211050,2014/12,,,,,,,,,,,,
인카금융서비스(주),211050,2015/12,,,,,,,,,,,,
인카금융서비스(주),211050,2016/12,,,,,,,,,,,,
인카금융서비스(주),211050,2017/12,,,,,,,,,,,,
인카금융서비스(주),211050,2018/12,3.6,11.42,0.97,15.52,0.17,1.02,,,,,,
인카금융서비스(주),211050,2019/12,2.33,31.45,2.73,14.21,-0.16,2.88,1.72,24.62,2.08,14.21,-0.16,2.18
인카금융서비스(주),211050,2020/12,9.12,55.64,6.54,16.18,0.01,6.79,8.65,58.03,6.66,16.18,0.01,6.89
인카금융서비스(주),211050,2021/12,11.26,50.6,8.85,19.1,0.09,9.07,10.83,49.26,8.4,19.18,0.1,8.6
인크로스(주),216050,2011/12,,,,,,,,,,,,
인크로스(주),216050,2012/12,,,,,,,,,,,,
인크로스(주),216050,2013/12,3.06,6.3,3.12,21.14,-1.57,3.47,3.82,5.85,2.96,20.3,-0.72,3.27
인크로스(주),216050,2014/12,6.02,7.38,3.47,22.39,-0.74,3.92,4.39,3.31,1.3,21.7,-0.54,1.46
인크로스(주),216050,2015/12,10.65,-1.06,-0.44,35.38,-1.03,-0.51,,,,,,
인크로스(주),216050,2016/12,12.54,18.54,8.81,40.64,-1.19,9.62,9.94,13.53,6.99,40.64,-1.19,7.26
인크로스(주),216050,2017/12,9.38,15.03,7.59,40.62,-1.89,8.22,9.52,15.26,7.7,39.53,-1.83,8.01
인크로스(주),216050,2018/12,8.49,12.47,6.51,48.28,-1.83,7.29,9.01,13.82,7.01,45.38,-1.85,7.33
인크로스(주),216050,2019/12,8.79,13.07,6.61,55.36,-1.72,7.45,9.19,14.48,7.01,51.29,-1.9,7.34
인크로스(주),216050,2020/12,9.1,17.19,7.57,56.77,-0.7,8.11,9.18,17.55,7.61,53.03,-0.62,7.9
인크로스(주),216050,2021/12,10.46,25.28,10.33,58.07,-2.96,10.87,9.29,22.7,9.17,55.01,-2.73,9.71
인탑스(주),049070,2011/12,5.33,6.65,4.81,10.79,-1.58,8.55,8.63,10.18,7.08,11.4,-0.72,8.71
인탑스(주),049070,2012/12,6.02,13.97,10.01,8.98,-5.58,17.01,12.16,14.61,11.49,10.93,-0.58,14.14
인탑스(주),049070,2013/12,1.07,5.85,4.51,7.05,-1.9,7.63,7.97,11.28,10.46,8.96,-0.43,13.01
인탑스(주),049070,2014/12,-6.13,-2.83,-2.35,0.97,-2.49,-4.02,-0.62,-3.39,-0.26,5.61,-0.46,-0.33
인탑스(주),049070,2015/12,0.34,4.03,3.32,9.78,-5.9,5.66,6.04,5.28,6.21,11.07,-0.46,7.92
인탑스(주),049070,2016/12,0.42,11.33,9.52,17.18,-29.76,17.6,6.11,5.76,6.1,10.86,-0.79,7.84
인탑스(주),049070,2017/12,0.47,0.46,0.38,17.96,-4.81,0.73,4.69,4.36,4.81,11.97,-0.55,5.95
인탑스(주),049070,2018/12,1.82,0.39,0.32,20.62,-3.95,0.6,5.51,5.76,6.07,12.47,-0.59,7.29
인탑스(주),049070,2019/12,4.05,3.35,2.78,22.92,-3.62,5.12,10.63,8.5,9.09,15.2,-0.67,10.76
인탑스(주),049070,2020/12,8.26,7.62,6.21,27.02,-3.28,10.63,9.14,8.95,7.69,15.11,-0.86,9.17
인탑스(주),049070,2021/12,14.67,16.25,13.29,26.71,-1.97,20.93,11.29,15,10.42,14.69,-0.56,12.55
인포뱅크(주),039290,2011/12,-3.53,8.46,6.4,12.29,-0.32,11.3,,,,,,
인포뱅크(주),039290,2012/12,1.51,32.85,24.1,16.29,-7.52,34.36,,,,,,
인포뱅크(주),039290,2013/12,-6.31,-3.82,-2.84,12.86,-1.63,-3.6,-5.77,-3.68,-2.34,11.87,-1.24,-2.86
인포뱅크(주),039290,2014/12,-4.49,-7.88,-5.88,14.36,-2.41,-7.49,-4.11,-7.52,-5.16,12.1,-1.69,-6.41
인포뱅크(주),039290,2015/12,0.51,2.51,1.89,17.24,-1.2,2.57,0.98,2.35,1.97,14.53,-0.86,2.56
인포뱅크(주),039290,2016/12,0.34,2.75,2.07,14.48,-1.38,2.94,0.8,3.24,2.55,12.34,-1.02,3.42
인포뱅크(주),039290,2017/12,3.11,2.94,2.24,15.98,-0.26,3.28,3.48,3.22,2.53,12.67,-0.19,3.48
인포뱅크(주),039290,2018/12,3.24,5.1,3.97,17.08,-0.57,6.05,3.21,5.79,4.25,12.31,-0.29,6.04
인포뱅크(주),039290,2019/12,0.99,1.08,0.84,16.55,-0.29,1.3,1.07,1.59,1.59,11.81,-0.18,2.31
인포뱅크(주),039290,2020/12,0.61,2.34,1.8,15.48,-0.41,2.92,0.8,2.78,2.17,11.92,-0.16,3.25
인포뱅크(주),039290,2021/12,4.84,12.68,9.42,15.61,-0.42,15.92,4.75,14.91,10.71,12.78,-0.26,17.07
인화정공(주),101930,2011/12,9.61,9.88,7.18,21.59,0.72,7.73,9.48,10.09,7.13,21.59,0.72,7.34
인화정공(주),101930,2012/12,3.59,4.35,2.96,15.36,1.22,3.52,4.64,6.01,3.87,16.32,1.15,4.08
인화정공(주),101930,2013/12,1.35,1.18,0.74,12.16,1.96,0.93,1.33,7.68,4.06,13.74,1.62,4.39
인화정공(주),101930,2014/12,0.96,0.53,0.33,9.9,1.96,0.42,3.07,-1.49,-0.7,15.33,2.34,-0.76
인화정공(주),101930,2015/12,0.24,-0.12,-0.08,7.61,1.63,-0.1,2.95,6.05,3,14.12,1.49,3.23
인화정공(주),101930,2016/12,-1.2,-1.86,-1.21,3.09,0.38,-1.54,-0.3,-0.82,-0.44,9.02,0.74,-0.49
인화정공(주),101930,2017/12,-2.09,1.82,1.15,-2.31,-13.44,1.47,-0.18,7.31,3.87,8.48,0.84,4.24
인화정공(주),101930,2018/12,-0.98,1.39,0.81,2.13,-8.66,1.25,-0.69,-1.24,-0.61,7.43,0.47,-0.75
인화정공(주),101930,2019/12,1.04,0.17,0.1,8.49,3.07,0.19,1.01,-6.16,-2.86,10.29,2.21,-4.01
인화정공(주),101930,2020/12,1.05,2.76,1.6,9.5,-2.48,3.26,-0.21,21.41,10.55,8.32,2.76,16.03
인화정공(주),101930,2021/12,0.93,27.54,16.96,9.87,-94.71,40.49,1.07,8.62,4.48,11.47,-0.32,7.8
잉글우드랩(주),950140,2015/12,,,,,,,,,,,,
잉글우드랩(주),950140,2016/12,-0.19,-0.54,-0.53,0,0,-0.84,10.75,-0.56,-0.43,25.34,0.38,-0.59
잉글우드랩(주),950140,2017/12,-6.02,-23.02,-20.97,16.67,-0.44,-31.02,-10.03,-20.54,-15.69,14.32,0.03,-18.29
잉글우드랩(주),950140,2018/12,5.15,-7.03,-5.26,18.73,0.12,-6.53,-0.28,-10.08,-5.98,16.38,0.58,-6.39
잉글우드랩(주),950140,2019/12,10.72,4.83,3.25,21.45,0.28,3.76,6.13,3.85,2.06,19.4,0.74,2.26
잉글우드랩(주),950140,2020/12,6.79,8.87,6.1,18.92,0.47,7.11,7.02,5.06,2.75,18.34,0.71,3.04
잉글우드랩(주),950140,2021/12,13.3,17.23,13.02,22.62,0.32,15.22,14.31,21.18,12.66,21.45,0.46,13.15
자이글(주),234920,2013/12,,,,,,,,,,,,
자이글(주),234920,2014/12,42.78,61.14,34.5,68.54,-0.2,36.02,,,,,,
자이글(주),234920,2015/12,39.6,42.8,32,70.64,-0.2,32.63,,,,,,
자이글(주),234920,2016/12,18.22,16.75,15.04,73.94,-0.4,15.17,,,,,,
자이글(주),234920,2017/12,6.74,6.15,5.84,71.9,-0.38,6.3,6.68,6.06,5.79,71.87,-0.38,6.7
자이글(주),234920,2018/12,-6.97,-7.42,-6.78,69.74,0.13,-7.42,-6.99,-7.45,-6.8,69.74,0.13,-7.44
자이글(주),234920,2019/12,-19.84,-44.68,-38.15,60.79,1.67,-39.38,,,,,,
자이글(주),234920,2020/12,2.01,1.67,1.38,46.54,3.21,1.41,,,,,,
자이글(주),234920,2021/12,-8.37,-9.49,-7.65,35.23,2.26,-7.82,,,,,,
잘만테크(주),090120,2011/12,2.25,-23.79,-8.97,14.86,3.81,-9.39,1.87,-20.69,-8.54,16.13,3.42,-8.71
잘만테크(주),090120,2012/12,2.76,3.69,1.36,10.74,2.45,1.39,1.82,1.49,0.51,12.08,2.46,0.52
잘만테크(주),090120,2013/12,4.25,1.16,0.4,14.54,2.2,0.44,4.19,1.12,0.38,15.37,2.15,0.42
잘만테크(주),090120,2014/12,-27.1,-138.28,-33.89,6.84,7.58,-37.56,-26.11,-137.09,-32.74,6.28,7.27,-36.23
재영솔루텍(주),049630,2011/12,2.14,-7.72,-2.03,13.73,4.41,-2.61,2.16,-8.52,-1.91,15.67,3.85,-2.11
재영솔루텍(주),049630,2012/12,0.88,-30.92,-7.74,11.02,3.96,-9.12,0.74,-18.19,-4.02,13.2,3.17,-4.16
재영솔루텍(주),049630,2013/12,1.79,-15.51,-3.34,9.01,2.25,-3.81,0.45,-14.23,-2.81,8.91,1.97,-2.91
재영솔루텍(주),049630,2014/12,2.34,2.03,0.41,12.31,2.05,0.46,3.11,1.85,0.4,14.25,1.93,0.42
재영솔루텍(주),049630,2015/12,1.91,1.76,0.37,11.5,2.24,0.42,2.49,3.32,0.7,12.4,2.03,0.73
재영솔루텍(주),049630,2016/12,-0.57,-12.29,-2.92,9.41,3.33,-3.24,-0.15,-13.67,-3.17,11.39,3,-3.3
재영솔루텍(주),049630,2017/12,-12.03,-119.78,-22.48,0.76,2.23,-24.7,-17.44,-134.9,-24.24,-5.19,2.22,-24.92
재영솔루텍(주),049630,2018/12,-2.32,-27.59,-4.99,9.52,2.71,-5.52,2.03,9.56,1.66,15.46,3,1.67
재영솔루텍(주),049630,2019/12,5.16,15,4.19,17.89,2.05,4.64,4.92,12.79,3.67,20.18,2.45,3.68
재영솔루텍(주),049630,2020/12,1.42,-10.03,-3.03,16.59,4.6,-3.72,-0.96,-13.89,-4.29,14.81,4.87,-4.55
재영솔루텍(주),049630,2021/12,-0.59,-6.2,-1.84,11.76,4.9,-2.6,-2.35,-5.6,-1.7,11.98,5.13,-1.9
전진바이오팜(주),110020,2011/12,,,,,,,,,,,,
전진바이오팜(주),110020,2012/12,,,,,,,,,,,,
전진바이오팜(주),110020,2013/12,,,,,,,,,,,,
전진바이오팜(주),110020,2014/12,-3.55,-38.55,-11.63,74.97,13.42,-12.89,,,,,,
전진바이오팜(주),110020,2015/12,-25.02,-133.43,-29.94,37.77,27.07,-31.78,,,,,,
전진바이오팜(주),110020,2016/12,-34.69,-173.2,-40.86,50.18,5.12,-41.4,,,,,,
전진바이오팜(주),110020,2017/12,-55.8,-242.1,-61.51,40.12,3.96,-62.79,,,,,,
전진바이오팜(주),110020,2018/12,-54.11,-164.16,-60.81,9.61,11.36,-61.86,,,,,,
전진바이오팜(주),110020,2019/12,-28.94,-42.96,-21.62,52.84,6.39,-22.4,,,,,,
전진바이오팜(주),110020,2020/12,-14.89,-48.21,-27.23,57.32,12.75,-27.99,,,,,,
전진바이오팜(주),110020,2021/12,-13.93,-19.1,-9.69,42.42,25.56,-9.76,,,,,,
제너셈(주),217190,2011/12,,,,,,,,,,,,
제너셈(주),217190,2012/12,,,,,,,,,,,,
제너셈(주),217190,2013/12,3.18,5.66,1.82,32.5,1.93,1.88,,,,,,
제너셈(주),217190,2014/12,24.88,57.93,22.31,36.77,0.97,22.95,,,,,,
제너셈(주),217190,2015/12,15.5,24.18,13.8,36.38,0.23,15.21,,,,,,
제너셈(주),217190,2016/12,-5.17,-6.33,-3.81,25.43,-0.05,-4.08,,,,,,
제너셈(주),217190,2017/12,-8.12,-26.43,-13.9,15.49,4.32,-14.04,,,,,,
제너셈(주),217190,2018/12,-13.9,-44.07,-17.51,11.23,5.63,-17.71,,,,,,
제너셈(주),217190,2019/12,6.51,19.24,6.45,35.64,1.44,6.53,,,,,,
제너셈(주),217190,2020/12,-2.03,-6.32,-2.05,28.04,1.13,-2.08,,,,,,
제너셈(주),217190,2021/12,9.22,24.01,8.58,34.55,0.87,8.72,8.3,19.02,7.72,34.55,0.87,7.87
제룡산업(주),147830,2011/12,,,,,,,,,,,,
제룡산업(주),147830,2012/12,9.64,12.39,8.75,23.05,-0.63,11,,,,,,
제룡산업(주),147830,2013/12,10.09,21.36,14.85,24.4,0.04,17.89,,,,,,
제룡산업(주),147830,2014/12,6.92,9.18,6.5,22.83,-0.24,7.59,,,,,,
제룡산업(주),147830,2015/12,10.93,12.93,9.62,31.84,-0.43,11.16,,,,,,
제룡산업(주),147830,2016/12,13.04,20.95,16.82,32.44,-0.7,19.13,,,,,,
제룡산업(주),147830,2017/12,5.36,16.76,14.61,24.12,-1.39,15.91,,,,,,
제룡산업(주),147830,2018/12,5.18,5.96,5.47,24.81,-2,5.79,,,,,,
제룡산업(주),147830,2019/12,2.47,4.54,4.23,23.76,-2.63,4.79,,,,,,
제룡산업(주),147830,2020/12,4.85,9.62,8.92,28.6,-2.38,10.06,,,,,,
제룡산업(주),147830,2021/12,9.73,11.68,10.78,31.2,-1.53,11.35,,,,,,
제룡전기(주),033100,2011/12,-0.42,2.26,1.74,11.21,-0.28,1.87,,,,,,
제룡전기(주),033100,2012/12,1.65,2.56,1.94,11.96,-0.18,2,,,,,,
제룡전기(주),033100,2013/12,10.25,11.71,9.02,17.59,-0.12,9.26,,,,,,
제룡전기(주),033100,2014/12,9.36,11.43,9.1,18.94,-0.32,9.35,,,,,,
제룡전기(주),033100,2015/12,4.87,6.74,5.48,15.87,-0.32,5.67,,,,,,
제룡전기(주),033100,2016/12,-6.63,-5.15,-4.19,4.06,-0.16,-4.42,,,,,,
제룡전기(주),033100,2017/12,-1.99,-1.11,-0.92,11.29,-0.34,-0.99,,,,,,
제룡전기(주),033100,2018/12,4.75,5.83,5.01,19.86,-0.75,5.35,,,,,,
제룡전기(주),033100,2019/12,9.31,10.4,9.06,22.34,-0.86,9.59,,,,,,
제룡전기(주),033100,2020/12,5.58,6.14,5.2,19.79,-0.8,5.45,,,,,,
제룡전기(주),033100,2021/12,0.16,1.99,1.58,15.63,-0.62,1.65,,,,,,
제이더블유신약(주),067290,2011/12,5.23,1.66,1.12,52.53,1.27,1.18,2.46,-4.16,-2.14,52.55,2.84,-2.16
제이더블유신약(주),067290,2012/12,3.63,4.29,2.51,51.92,1.72,2.65,0.45,-4.75,-2.03,51.95,4.09,-2.1
제이더블유신약(주),067290,2013/12,4.45,1.35,0.73,53.35,1.62,0.78,2.03,-6.51,-2.56,53.39,4.25,-2.65
제이더블유신약(주),067290,2014/12,5.46,6.39,3.39,56.55,1.57,3.71,3.01,-1.2,-0.44,56.62,4.88,-0.46
제이더블유신약(주),067290,2015/12,6.84,8.32,4.46,59.59,1.35,5.07,4.7,0.62,0.18,58.33,4.62,0.19
제이더블유신약(주),067290,2016/12,6.98,6.99,3.77,59.76,1.79,4.25,4.93,-1.22,-0.37,56.36,3.48,-0.4
제이더블유신약(주),067290,2017/12,-0.63,-4.85,-2.7,53.81,2.74,-3.3,-2.37,-16.12,-4.56,49.79,2.72,-4.85
제이더블유신약(주),067290,2018/12,2.82,-4.25,-2.55,52.23,1.65,-4.25,0.5,-21.36,-6.47,48,1.38,-6.88
제이더블유신약(주),067290,2019/12,2.81,-10.1,-6.78,51.75,1.3,-12.7,0.93,2.89,1.17,46.38,1.1,1.24
제이더블유신약(주),067290,2020/12,1.71,-8.69,-6.1,48.97,1.13,-12.14,-0.47,-10.51,-5.53,43.5,1.07,-5.79
제이더블유신약(주),067290,2021/12,5.67,-13.85,-9.52,52.74,0.81,-24.38,3.64,1.58,0.89,47.16,0.99,0.93
제이스코홀딩스(주),023440,2011/12,-0.75,-0.99,-0.6,8.94,-4.16,-0.91,,,,,,
제이스코홀딩스(주),023440,2012/12,-2.89,-1.87,-0.86,-15.2,4.54,-1.15,,,,,,
제이스코홀딩스(주),023440,2013/12,-6.8,-18.01,-7.06,-9.74,4.79,-8.04,,,,,,
제이스코홀딩스(주),023440,2014/12,0.18,-10.3,-4.13,1.19,4.42,-4.74,,,,,,
제이스코홀딩스(주),023440,2015/12,-4.15,-12.45,-5.67,-3.39,3.43,-6.52,,,,,,
제이스코홀딩스(주),023440,2016/12,0.34,-1.98,-1.07,8.19,2.87,-1.25,,,,,,
제이스코홀딩스(주),023440,2017/12,1.21,2.81,1.77,10.44,2.44,2.08,,,,,,
제이스코홀딩스(주),023440,2018/12,0.81,0.6,0.4,8.83,1.87,0.44,,,,,,
제이스코홀딩스(주),023440,2019/12,-3.86,-5.83,-4.08,-4.76,1.61,-4.31,,,,,,
제이스코홀딩스(주),023440,2020/12,-3.95,-7.12,-4.78,0.58,1.76,-5.07,,,,,,
제이스코홀딩스(주),023440,2021/12,4.39,-1.82,-1.08,12.03,5.36,-1.13,,,,,,
제이씨케미칼(주),137950,2011/12,11.67,22.49,11.46,10.24,-0.35,12.83,,,,,,
제이씨케미칼(주),137950,2012/12,1.06,6.12,4.13,5.4,-0.53,5.9,1.14,6.05,4.43,5.4,-0.53,6.22
제이씨케미칼(주),137950,2013/12,5,5.47,3.95,7.95,0.01,6.48,3.72,4.17,2.53,7.95,0.16,3.34
제이씨케미칼(주),137950,2014/12,0.32,-0.42,-0.23,7.12,-0.1,-0.4,-1.2,-3.72,-2.19,7.12,0.48,-2.66
제이씨케미칼(주),137950,2015/12,5.03,10.34,4.98,10.96,-0.13,10.63,3.32,6.28,2.26,10.96,1.03,2.84
제이씨케미칼(주),137950,2016/12,14.14,23.46,12.28,17.59,-0.16,32.46,11.56,20.11,8.38,17.07,1.06,10.59
제이씨케미칼(주),137950,2017/12,7.02,6.34,3.43,11.73,-0.27,9.62,3.93,0.23,-1.45,9.37,1.11,-1.77
제이씨케미칼(주),137950,2018/12,6.89,11.21,5.8,12.32,0.2,16.15,5.64,6.16,1.45,11.14,1.52,1.83
제이씨케미칼(주),137950,2019/12,5.88,5.97,2.82,12.78,-0.41,6.05,6.33,13.79,5.7,13.37,1.13,6.83
제이씨케미칼(주),137950,2020/12,7.45,8.56,4.02,11.39,0.18,7.22,8.03,8.03,3.09,11.78,1.3,3.52
제이씨케미칼(주),137950,2021/12,13.48,23.76,11.76,12.92,-0.09,19.63,12.4,24.95,10.4,13.59,0.74,11.99
제이씨현시스템(주),033320,2011/12,3.59,4.33,3.36,11.49,-0.09,4.4,3.82,4.71,3.72,13.22,-0.21,4.04
제이씨현시스템(주),033320,2012/12,-2.6,-3.22,-2.51,9.73,-0.25,-3.2,-1.15,-0.64,-0.38,12.07,-0.37,-0.41
제이씨현시스템(주),033320,2013/12,1.66,2.71,2.03,10.32,-0.15,2.54,2.98,3.88,2.95,12.42,-0.22,3.17
제이씨현시스템(주),033320,2014/12,0.89,3.23,2.37,10.04,-0.15,3.06,1.73,3.72,2.69,11.5,-0.18,2.91
제이씨현시스템(주),033320,2015/12,2.64,2.34,1.62,9.2,-0.14,2.16,2.91,1.64,1.16,10.99,-0.08,1.27
제이씨현시스템(주),033320,2016/12,6.37,3.03,2,10.55,-0.1,2.56,7.76,6.84,4.6,12.13,-0.09,5.02
제이씨현시스템(주),033320,2017/12,11.73,14.52,9.83,10,-0.09,12.19,15.03,17.73,12.33,11.49,-0.09,13.56
제이씨현시스템(주),033320,2018/12,9.07,10.43,6.86,9.65,-0.11,8.27,11.1,11.55,8.01,11.09,-0.12,8.64
제이씨현시스템(주),033320,2019/12,0.2,0.24,0.15,7.78,-0.07,0.18,1.93,0.83,0.73,9.85,-0.11,0.78
제이씨현시스템(주),033320,2020/12,6.8,8.83,5.83,10.15,-0.08,6.85,8.59,11.52,8.03,12.05,-0.08,8.46
제이씨현시스템(주),033320,2021/12,9.45,12.72,8.64,13.14,-0.28,10.21,12.13,14.71,10.5,14.91,-0.24,11.21
