,회사명,거래소코드,회계년도,누적수익성비율,TMD,abs(영업현금흐름-당기순이익)/매출액,순운전자본비율,금융비용부담률,WW지수,target_3,Z,proba,정리
630,(주)와이지엔터테인먼트,122870,2022,0.224564544,0.228092114,0.021251358,28.44,-0.9,-63.6149565,0,-7.94906928,0.035286599,0
631,(주)와이티엔,40300,2022,0.389912588,0.447324629,0.001622961,40.88,-1.96,-59.91200274,0,-7.698340259,0.045337374,0
638,(주)우주일렉트로닉스,65680,2022,0.70254178,0.500487781,0.141604124,43.32,-0.39,-61.77955523,0,-7.990211834,0.033864759,0
639,(주)원바이오젠,307280,2022,0.51136568,0.198870342,0.093838792,17.01,4.28,-54.81755867,0,-6.012073737,0.244302135,0
640,(주)원방테크,53080,2022,0.432356591,1.447869801,0.062315944,26.67,0.31,-62.48819834,0,-7.014864932,0.089762071,0
642,(주)원익머트리얼즈,104830,2022,0.635337159,0.384427839,0.116228938,18.96,0.08,-65.1099403,0,-8.20805572,0.027237572,0
643,(주)원익아이피에스,240810,2022,0.464738769,0.2073901,0.060713703,30.95,-0.53,-65.8293655,0,-8.599216591,0.018421614,0
644,(주)원익큐브,14190,2022,0.27258838,0.520458939,0.002154647,50.67,-0.12,-49.83641428,0,-5.696131339,0.334769026,0
645,(주)원익큐엔씨,74600,2022,0.263421613,1.307637361,0.008082443,8.63,3.26,-67.1527235,0,-7.332200482,0.065370499,0
646,(주)원익피앤이,217820,2022,0.245042827,0.916630392,0.091208403,-6.38,0.52,-73.40755397,0,-8.444559486,0.021502107,0
647,(주)원익홀딩스,30530,2022,0.35717142,1.885311749,0.150319178,-5.44,0.71,-62.27407076,0,-5.822795906,0.295058786,0
648,(주)원일특강,12620,2022,0.531581527,3.028003679,0.044222624,17.27,0.83,-59.72371804,0,-5.485295082,0.413018195,0
649,(주)원준,382840,2022,0.300423974,0.184616099,0.169252793,41.74,-0.47,-61.57775329,0,-7.522632685,0.054041497,0
650,(주)원티드랩,376980,2022,0.542349943,0.117553092,0.06118391,58.64,-0.4,-51.29079096,0,-6.586053164,0.137757346,0
651,(주)원풍,8370,2022,0.703887758,0.128180598,0.048373579,53.41,-0.78,-57.18067695,0,-7.834035923,0.039586716,0
652,(주)월덱스,101160,2022,0.55144635,0.247163449,0.075004884,43.57,0.37,-62.20491254,0,-8.137921392,0.029215865,0
658,(주)웹젠,69080,2022,0.74718296,0.134650352,0.136371521,46.9,-4.9,-64.16763674,0,-9.135427727,0.010776738,0
661,(주)위닉스,44340,2022,0.334980211,1.043978101,0.014313461,5.78,1.72,-56.72875535,0,-5.785851602,0.306129396,0
662,(주)위드텍,348350,2022,0.542071844,0.331775273,0.146337768,54.01,-1.84,-58.40699928,0,-7.547362644,0.052722139,0
663,(주)위메이드,112040,2022,0.126717074,0.839827358,0.320903058,-22.19,0.46,-68.56499954,0,-6.636347743,0.131009098,0
664,(주)위메이드맥스,101730,2022,-0.123842338,0.135091541,0.146239926,57.17,0.07,-58.22943151,0,-6.640516357,0.130464819,0
665,(주)위메이드플레이,123420,2022,0.386289235,1.278331303,0.073027715,12.5,2.62,-56.5273026,0,-5.558543626,0.383958649,0
667,(주)위지윅스튜디오,299900,2022,-0.031302467,0.191077506,0.016678741,5.15,0.73,-55.0465124,0,-5.597849985,0.369214031,0
669,(주)윈스,136540,2022,0.546585543,0.165560265,0.021030525,55.64,-1.61,-60.22824545,0,-8.311849216,0.024552918,0
675,(주)유니크,11320,2022,0.331847447,1.470475366,0.003879203,-1.81,0.59,-59.59143677,0,-6.011200023,0.244515156,0
676,(주)유니테스트,86390,2022,0.55786444,0.209780324,0.110130877,38.69,0.25,-51.48426188,0,-6.088290026,0.226414802,0
677,(주)유니테크노,241690,2022,0.464943249,0.440219212,0.041264022,13.09,0.4,-51.28242507,0,-5.526926283,0.396243482,0
678,(주)유니트론텍,142210,2022,0.220860275,2.277776147,0.017988797,33.78,0.61,-60.07544291,0,-5.95956472,0.257439061,0
679,(주)유라테크,48430,2022,0.746308285,0.287304659,0.013247611,42.8,-0.45,-52.9500285,0,-6.921539642,0.098533836,0
681,(주)유비케어,32620,2022,0.287050364,0.145867935,0.001072422,31.34,-0.66,-58.95151631,0,-7.328739351,0.065596998,0
682,(주)유비쿼스,264450,2022,0.482029005,0.257290464,0.146309909,66.18,-1.33,-58.74920766,0,-7.731573455,0.04385608,0
683,(주)유비쿼스홀딩스,78070,2022,0.935683652,0.134595081,0.129829862,62.58,-2.53,-57.63352784,0,-8.30397858,0.024746879,0
685,(주)유신,54930,2022,0.41919421,1.123778468,0.049884689,26.73,-0.22,-58.55229173,0,-6.573115649,0.13954866,0
687,(주)유에스티,263770,2022,0.509763044,0.249267909,0.045589693,45.08,-0.15,-56.95177815,0,-7.275046897,0.069212827,0
689,(주)유진로봇,56080,2022,0.091051754,0.117508313,0.035221342,46.4,-0.27,-50.29125291,0,-5.65138361,0.350035773,0
690,(주)유진테크,84370,2022,0.723529656,0.172012733,0.011737323,50.63,-0.79,-62.71759315,0,-8.874902425,0.013983572,0
698,(주)이글루코퍼레이션,67920,2022,0.371979084,0.323358793,0.029561385,23.2,-0.26,-56.92632516,0,-6.732385357,0.119026854,0
699,(주)이글벳,44960,2022,0.358546276,0.172575951,0.068006431,32.87,0.13,-52.05567193,0,-5.965617444,0.255889535,0
700,(주)이노룰스,296640,2022,0.236261047,0.068667094,0.078183723,53.6,-2.09,-52.12904016,0,-6.358611022,0.172877659,0
701,(주)이노메트리,302430,2022,0.18053438,0.192043601,0.015321622,45.17,-0.13,-51.05115924,0,-5.880817909,0.278472399,0
702,(주)이노와이어리스,73490,2022,0.547287206,0.238199907,0.000218285,44.02,-0.21,-61.16998942,0,-8.192453589,0.02766575,0
703,(주)이노인스트루먼트,215790,2022,0.309175356,0.607136511,0.018876251,39.03,2.02,-51.69934177,0,-5.629950784,0.357591886,0
706,(주)이녹스,88390,2022,1.022335436,0.345515496,0.165477108,5.46,1.79,-52.16350413,0,-5.962044163,0.256803183,0
707,(주)이녹스첨단소재,272290,2022,0.576627184,0.137171171,0.014578433,41.87,-0.19,-64.74322582,0,-8.867120789,0.014092796,0
708,(주)이라이콤,41520,2022,0.703230544,0.555179309,0.012837008,57.92,-1.34,-57.22220992,0,-7.769435442,0.042227331,0
709,(주)이랜시스,264850,2022,0.443088106,0.265592685,0.013996005,20.86,0.35,-55.02904222,0,-6.480273503,0.153104355,0
710,(주)이랜텍,54210,2022,0.275715799,1.214161387,0.004644582,4.77,0.53,-65.84250438,0,-7.331590198,0.065410379,0
715,(주)이상네트웍스,80010,2022,0.507655097,0.74027027,0.023770047,22.12,0.18,-58.2927847,0,-6.855757865,0.105226459,0
718,(주)이엔에프테크놀로지,102710,2022,0.529255797,0.937593917,0.023338484,10.8,0.4,-64.49439727,0,-7.67322901,0.046489731,0
720,(주)이엘피,63760,2022,0.609803598,0.640914195,0.279772997,20.98,-1.32,-54.35552443,0,-5.805290897,0.300253619,0
721,(주)이엠넷,123570,2022,0.570783485,0.378373449,0.033747257,50.2,-1.96,-54.14660143,0,-7.022644696,0.089067072,0
723,(주)이엠텍,91120,2022,0.444214701,0.409292943,0.007779678,30.59,0.49,-62.77781621,0,-7.941371529,0.035559178,0
724,(주)이오테크닉스,39030,2022,0.749863201,0.093546229,0.034667836,56.43,-0.33,-65.46413121,0,-9.454633396,0.007831967,0
727,(주)이지바이오,353810,2022,0.166263228,0.762953957,0.112312529,14.11,0.76,-56.95398,0,-5.740017828,0.320440971,0
731,(주)이크레더블,92130,2022,0.62684298,0.053378229,0.047422024,70.32,-1.86,-56.36731485,0,-7.989101014,0.033902385,0
732,(주)이퓨쳐,134060,2022,0.654990167,0.10209208,0.04574516,65.16,-2.16,-44.47811823,0,-5.805503751,0.300189908,0
733,(주)인바디,41830,2022,0.902668288,0.096327084,0.021293218,47.92,-0.85,-60.66906395,0,-8.736742738,0.016055029,0
738,(주)인지소프트,100030,2022,0.699790109,0.186689129,0.254202037,31.4,-2.48,-55.69163536,0,-6.782878842,0.113172619,0
739,(주)인콘,83640,2022,0.026792953,0.328677234,0.023287349,44.25,0.8,-51.32820486,0,-5.526391049,0.396454781,0
740,(주)인터로조,119610,2022,0.607940371,0.200196037,0.095495084,30.39,0.81,-60.01906432,0,-7.555344034,0.052303237,0
742,(주)인텍플러스,64290,2022,0.352834377,0.279547,0.079512273,33.26,0.24,-56.76889519,0,-6.703757659,0.122479328,0
743,(주)인텔리안테크놀로지스,189300,2022,0.15306836,0.306927502,0.175854509,21.48,0.26,-63.6416358,0,-7.215127378,0.073483653,0
747,(주)인포바인,115310,2022,0.977596095,0.120323358,0.057064957,63.13,-7,-56.64547176,0,-8.729939275,0.016164614,0
748,(주)인피니트헬스케어,71200,2022,0.477740322,0.25886137,0.097308747,56.38,-1.18,-52.47838828,0,-6.5529915,0.142381366,0
750,(주)일신바이오베이스,68330,2022,0.769191288,0.06736857,0.057211374,62.87,-1.87,-53.07528705,0,-7.438977475,0.058754061,0
753,(주)일진파워,94820,2022,0.549708768,0.359999874,0.010070658,32.69,-0.52,-56.55373154,0,-7.105127494,0.082021173,0
760,(주)저스템,417840,2022,0.385605244,0.370497217,0.042538884,47.7,0.36,-48.82484651,0,-5.578837514,0.376274192,0
761,(주)정다운,208140,2022,0.324611804,1.084552331,0.012816933,19.94,-0.08,-58.6561975,0,-6.461875816,0.155942758,0
762,(주)정상제이엘에스,40420,2022,0.50504098,0.195617704,0.082912124,-3.12,-0.05,-57.93296546,0,-6.603400879,0.135391388,0
766,(주)제노레이,122310,2022,0.638251191,0.161877725,0.011343276,48,-0.74,-56.99247749,0,-7.692331174,0.045610506,0
767,(주)제노코,361390,2022,0.166979747,0.19737272,0.147953851,18.46,0.01,-55.87056501,0,-5.950551687,0.259763801,0
769,(주)제놀루션,225220,2022,0.601997309,0.228864327,0.027596166,43.6,-0.93,-49.36076071,0,-6.132387284,0.216668632,0
772,(주)제우스,79370,2022,0.396248634,1.245732793,0.053251764,27.41,0.34,-64.37048381,0,-7.46692009,0.057135969,0
773,(주)제이브이엠,54950,2022,0.504425734,0.297656158,0.006994041,21.22,-1.04,-60.66005895,0,-7.684810291,0.045954672,0
774,(주)제이스텍,90470,2022,0.719179882,0.357069721,0.0062665,32.1,0.71,-62.4466317,0,-8.300779007,0.024826166,0
775,(주)제이시스메디칼,287410,2022,0.287805415,0.0628227,0.015109395,40.55,0.31,-52.88089015,0,-6.33121248,0.177671207,0
776,(주)제이아이테크,417500,2022,0.329162996,0.279586418,0.264257052,43.81,0.29,-54.94102137,0,-6.044063188,0.236628922,0
778,(주)제이에스티나,26040,2022,0.272002298,0.310752888,0.028877761,46.38,-0.38,-54.00732781,0,-6.463861646,0.155633871,0
781,(주)제이와이피엔터테인먼트,35900,2022,0.529151931,0.04430119,0.058246505,33.01,-0.32,-64.86288341,0,-8.641911537,0.017651794,0
783,(주)제이티,89790,2022,0.448662758,0.373473404,0.031456529,41.97,-0.34,-50.72426942,0,-5.993617888,0.248841478,0
785,(주)제일테크노스,38010,2022,0.346072922,1.637412302,0.02318237,5.46,0.83,-58.14279249,0,-5.712111438,0.329479387,0
786,(주)제주반도체,80220,2022,0.32866664,0.270036962,0.153601792,55.22,0.02,-52.00571583,0,-6.005152504,0.245994698,0
790,(주)젬백스링크,64800,2022,0.074072634,0.327382714,0.021384385,52.17,-1.01,-56.85468477,0,-6.855696831,0.105232875,0
794,(주)중앙백신연구소,72020,2022,0.595303807,0.178477547,0.07740655,22.88,0.22,-56.76141964,0,-6.937674211,0.09695832,0
795,(주)중앙에너비스,440,2022,0.58730409,0.037898679,0.025118331,15.25,0.43,-53.53032359,0,-6.430349232,0.160929381,0
796,(주)지노믹트리,228760,2022,0.245387024,0.299496268,0.352340454,39.63,5.93,-68.85790565,0,-7.691799928,0.045634732,0
797,(주)지놈앤컴퍼니,314130,2022,-1.371081579,0.091306507,0.951366702,61.14,-4.8,-155.5623345,0,-20.86332535,8.69E-08,0
798,(주)지니뮤직,43610,2022,0.05124624,0.801978493,0.037154062,15.74,0.3,-56.33023146,0,-5.697172015,0.334421986,0
801,(주)지씨셀,144510,2022,0.169084639,0.175552241,0.1789175,0.77,0.68,-65.03358946,0,-7.198954026,0.074680899,0
803,(주)지아이텍,382480,2022,0.292296399,0.170115338,0.045425883,38.74,-0.39,-58.32470217,0,-7.194070485,0.075046223,0
804,(주)지앤비에스엔지니어링,382800,2022,0.368065866,0.196793815,0.170767777,62.37,-0.18,-50.08097564,0,-5.847660591,0.287833557,0
805,(주)지어소프트,51160,2022,-0.051262346,0.761290948,0.042889634,44.35,0.12,-55.60493473,0,-5.913007393,0.26967504,0
806,(주)지에스이,53050,2022,0.200462214,1.014373067,0.069129523,3.74,-0.81,-58.10839837,0,-5.894418023,0.274721113,0
809,(주)지오엘리먼트,311320,2022,0.572273164,0.034257466,0.139195418,65.93,-1.69,-54.95843323,0,-7.359653569,0.063601413,0
811,(주)진로발효,18120,2022,0.7437973,0.124437268,0.058049745,46.67,-0.58,-55.02193844,0,-7.355023936,0.063896358,0
814,(주)진성티이씨,36890,2022,0.438114183,0.653435963,0.022476313,30.2,0.54,-63.21611351,0,-7.806682123,0.040684062,0
816,(주)차바이오텍,85660,2022,0.023744748,1.305656176,0.058049949,2.65,1.69,-61.92491205,0,-5.968176815,0.255237125,0
818,(주)창해에탄올,4650,2022,0.636399518,0.60532167,0.025742484,2.75,1.2,-58.70066054,0,-6.796467077,0.111646909,0
819,(주)천보,278280,2022,0.266994928,0.194143381,0.069129931,35.55,1.25,-65.12609337,0,-8.127819909,0.029512396,0
820,(주)청담글로벌,362320,2022,0.143201808,0.139526742,0.014082423,58.03,0.42,-50.11875665,0,-5.863879545,0.283215967,0
825,(주)칩스앤미디어,94360,2022,0.456465217,0.155265519,0.216411406,35.84,-2.77,-57.04457092,0,-6.904019582,0.100273619,0
829,(주)카카오게임즈,293490,2022,0.130895093,0.506018434,0.287480189,20.4,-0.17,-66.26498847,0,-7.262135539,0.070111621,0
833,(주)커넥트웨이브,119860,2022,0.08801766,0.495549704,0.068444484,19.68,1.93,-65.0302517,0,-7.366349989,0.063177202,0
834,(주)컴투스,78340,2022,0.506293368,0.751151515,0.005965387,14.69,-0.75,-69.86162202,0,-8.921413536,0.013348159,0
838,(주)케어젠,214370,2022,1.169876533,0.01228354,0.794494776,63.42,-0.86,-59.09314925,0,-7.175655171,0.07643996,0
839,(주)케이비지,318000,2022,0.39780378,0.172662119,0.064979873,43.15,0.44,-50.73827081,0,-5.931261498,0.264809938,0
840,(주)케이사인,192250,2022,0.239026038,0.61834716,0.09875657,23.33,0.31,-57.84068503,0,-6.308788872,0.18169292,0
842,(주)케이씨아이,36670,2022,0.732217981,0.248966217,0.04391223,40.35,-0.04,-57.54213053,0,-7.603549325,0.049842976,0
843,(주)케이씨에스,115500,2022,0.28215045,0.330168575,0.059177701,20.7,-0.25,-52.74886948,0,-5.740215927,0.320377702,0
845,(주)케이씨피드,25880,2022,0.448724146,0.848439098,0.038179414,16.81,-0.5,-55.30279589,0,-6.099650347,0.223862938,0
846,(주)케이아이엔엑스,93320,2022,0.609583768,0.141851318,0.065168398,44.43,-0.23,-61.47277206,0,-8.238585624,0.026418793,0
848,(주)케이에이치바텍,60720,2022,0.486966333,0.350666161,0.038025363,19.84,0.76,-62.88126983,0,-7.786339168,0.041519825,0
849,(주)케이엑스이노베이션,122450,2022,0.288905169,2.288300469,0.068195889,2.26,3.9,-63.752809,0,-5.818748415,0.296251908,0
852,(주)케이엔엔,58400,2022,0.600297823,0.131453302,0.07134627,19.65,-3.14,-57.43348262,0,-7.318388906,0.066279029,0
854,(주)케이엘넷,39420,2022,0.57467992,0.1624312,0.018766276,32.82,-0.96,-54.48028792,0,-6.908810206,0.099794873,0
855,(주)케이엠,83550,2022,0.567479948,0.752814212,0.029739728,28.06,0.15,-59.48456513,0,-7.225748227,0.072707889,0
856,(주)케이엠더블유,32500,2022,0.170170934,0.100043269,0.110485785,27,0.11,-54.75117697,0,-6.040661562,0.237433301,0
858,(주)케이지모빌리언스,46440,2022,0.361400201,0.720562314,0.130850328,42.89,-0.37,-62.11454365,0,-7.462552374,0.057385925,0
859,(주)케이지이니시스,35600,2022,0.209774395,2.595304847,0.013895765,-10.16,0.25,-68.55523692,0,-6.593731033,0.136705154,0
860,(주)케이티서브마린,60370,2022,0.452679722,0.061528921,0.32325239,67.36,-2.52,-55.32463685,0,-6.868983739,0.103845346,0
861,(주)케이티알파,36030,2022,-0.087810021,0.663797106,0.080817933,29.85,-0.69,-55.6646996,0,-5.671230856,0.343180621,0
868,(주)켐트로닉스,89010,2022,0.168690711,1.628724818,0.054262492,-3.03,1.28,-62.13478946,0,-5.943888236,0.261495963,0
876,(주)코맥스,36690,2022,0.212338459,1.000722344,0.00259617,20.58,0.29,-55.7786339,0,-5.854143273,0.285978978,0
877,(주)코메론,49430,2022,0.821374068,0.14710968,0.093761335,33.25,-1.74,-59.53079222,0,-8.039561452,0.032234639,0
878,(주)코미코,183300,2022,0.453327385,0.301309666,0.127215857,14.44,0.6,-63.72532145,0,-7.625219829,0.048774994,0
880,(주)코세스,89890,2022,0.606873507,0.08696892,0.069051569,29.91,-0.02,-49.48311674,0,-5.858242118,0.284812525,0
887,(주)코엔텍,29960,2022,0.740573558,0.099031496,0.108776555,38.07,-1.71,-59.27511121,0,-7.952203915,0.0351762,0
888,(주)코윈테크,282880,2022,0.114550309,0.700584123,0.034137854,30.5,1.04,-64.16636099,0,-7.443560191,0.058485581,0
890,(주)코콤,15710,2022,0.640132138,0.25365606,0.014137131,27.49,-0.06,-51.724448,0,-6.300472327,0.183207499,0
891,(주)코텍,52330,2022,0.505406368,0.917275428,0.108938684,44.26,0.13,-66.19148406,0,-8.301738909,0.024802352,0
893,(주)쿠콘,294570,2022,0.267967794,0.15719942,0.099220433,19.96,-0.86,-59.24729192,0,-6.934160588,0.097299263,0
900,(주)큐에스아이,66310,2022,0.453348684,0.05403094,0.075950482,32.21,-5.31,-55.26124513,0,-7.136361167,0.07950095,0
901,(주)크레버스,96240,2022,0.437755967,0.84591723,0.134778022,-21.68,1.55,-60.60865577,0,-6.019234703,0.242563173,0
902,(주)크리스에프앤씨,110790,2022,0.455091294,1.182076384,0.021960165,10.64,1.16,-62.98191768,0,-7.084778473,0.08370591,0
905,(주)클래시스,214150,2022,0.616243878,0.085458295,0.145441211,33.66,1.3,-62.86591266,0,-8.041079387,0.032185762,0
907,(주)클리오,237880,2022,0.414232118,0.182776834,0.066344901,35.12,-1.34,-60.03101411,0,-7.620670139,0.048997302,0
909,(주)타이거일렉,219130,2022,0.555937801,0.136048925,0.06092437,26.6,-0.4,-49.98941566,0,-5.844724856,0.288677359,0
910,(주)탑머티리얼,360070,2022,0.039505766,0.10343555,0.050476039,60.56,-0.73,-50.13268696,0,-5.786562342,0.30591256,0
913,(주)태광,23160,2022,0.73282435,0.163511075,0.038131199,43.81,-0.33,-64.67684821,0,-9.033325424,0.011935065,0
915,(주)태양,53620,2022,0.774115341,0.549100483,0.030653474,29.96,-0.3,-58.31628235,0,-7.491829833,0.05573109,0
916,(주)태웅,44490,2022,0.334453365,1.415355214,0.021913544,29.42,1.41,-57.16549666,0,-6.0079055,0.245320066,0
917,(주)태웅로직스,124560,2022,0.507752764,0.984698023,0.028580635,31.61,0.13,-64.96669706,0,-8.040340539,0.032209543,0
918,(주)테라젠이텍스,66700,2022,0.018332772,0.61924102,0.007022479,13.03,0.52,-54.50875117,0,-5.458876919,0.424027898,0
919,(주)테스,95610,2022,0.860111495,0.096171831,0.087507542,47.9,-0.87,-61.18894468,0,-8.606902491,0.018280596,0
921,(주)테크윙,89030,2022,0.383267247,1.151990077,0.130595048,0.89,1.15,-63.75837598,0,-6.716702964,0.120905919,0
922,(주)텔레칩스,54450,2022,0.414021898,0.917673592,0.353866918,5.72,0.21,-61.07421935,0,-6.016516922,0.243221698,0
926,(주)토비스,51360,2022,0.347192254,1.344053292,0.001380176,16.52,0.98,-62.65527297,0,-6.934721414,0.097244763,0
928,(주)톱텍,108230,2022,0.427871143,0.598219539,0.017209743,33.24,-0.33,-66.47037313,0,-8.542100783,0.019504196,0
932,(주)트윔,290090,2022,0.482848992,0.064198782,0.01589817,55.15,-3.71,-47.32265203,0,-6.140612919,0.214897519,0
936,(주)티비씨,33830,2022,0.565909056,0.064387387,0.164913024,59.79,-4.91,-54.67874916,0,-7.366558911,0.063164012,0
938,(주)티쓰리엔터테인먼트,204610,2022,0.355012343,0.261669065,0.00972709,61.82,0.46,-58.68139004,0,-7.679226838,0.046211857,0
939,(주)티씨케이,64760,2022,0.842313799,0.057647437,0.021106949,58.47,-1.45,-64.55164975,0,-9.59315935,0.006818898,0
941,(주)티앤엘,340570,2022,0.643272904,0.037130362,0.070007478,41.95,-0.79,-58.19474287,0,-7.754783753,0.04285032,0
944,(주)티에스이,131290,2022,0.578589194,0.257046514,0.004291643,35.95,-0.15,-63.0059209,0,-8.407943392,0.022303843,0
946,(주)티에프이,425420,2022,0.431722474,0.249856994,0.049586647,46.38,0.09,-49.09909093,0,-5.750777227,0.317022572,0
947,(주)티엘비,356860,2022,0.464198444,0.284587611,0.022094535,30.13,0.18,-60.87205089,0,-7.687570463,0.045828062,0
949,(주)티움바이오,321550,2022,-1.073073687,0.11225718,1.687760474,10.58,-5.44,-604.7247525,0,-99.29104165,7.56E-42,0
951,(주)티플랙스,81150,2022,0.309038869,0.868454379,0.067129666,22.3,0.42,-58.91166377,0,-6.48902961,0.151771634,0
955,(주)파라다이스,34230,2022,0.149482105,1.140219447,0.081592888,-13.66,9.36,-63.78677856,0,-5.666963529,0.344643156,0
958,(주)파마리서치,214450,2022,0.399246949,0.150531128,0.081998778,40.39,-0.74,-64.77220582,0,-8.471438387,0.020931972,0
960,(주)파버나인,177830,2022,0.284885025,1.231981913,0.039411037,1.57,1.84,-57.66181588,0,-5.623529223,0.359887282,0
961,(주)파세코,37070,2022,0.637105506,0.165396154,0.032632498,31.35,0.25,-52.55873717,0,-6.494812635,0.150897789,0
962,(주)파수,150900,2022,0.349309898,0.181926729,0.120750612,41.77,-0.83,-55.04627422,0,-6.568405906,0.140206524,0
966,(주)파이오링크,170790,2022,0.460310758,0.26729236,0.054366695,67.89,-1.8,-57.23935285,0,-7.719596931,0.044384246,0
968,(주)파인디지털,38950,2022,0.421472743,0.275923626,0.032129175,70,-1.38,-55.62299649,0,-7.428382039,0.059379524,0
973,(주)파크시스템스,140860,2022,0.416255111,0.060131838,0.003260468,51.85,-0.04,-60.42886609,0,-8.10140398,0.030302142,0
974,(주)파트론,91700,2022,0.651375772,0.386696324,0.020105392,23.79,-0.06,-65.28673882,0,-8.590465222,0.018583506,0
975,(주)팜스빌,318010,2022,0.504790539,0.140784801,0.043618121,54.61,-2.63,-52.89512585,0,-6.959664543,0.094851447,0
980,(주)펄어비스,263750,2022,0.394694717,0.194178254,0.2347905,26.2,0.71,-60.80759953,0,-7.000634938,0.091047344,0
983,(주)포메탈,119500,2022,0.516017574,0.467931667,0.014698276,13,0.28,-52.9178444,0,-5.946795219,0.260738881,0
985,(주)포스코아이씨티,22100,2022,0.134966897,0.46052741,0.043198459,20.24,-0.33,-64.9519489,0,-7.685863194,0.045906334,0
986,(주)포스코엠텍,9520,2022,0.372843154,0.13558937,0.03717093,50.97,-0.27,-56.7152771,0,-7.244998083,0.071322647,0
988,(주)포인트엔지니어링,256630,2022,0.519509977,0.212145149,0.226631125,29.84,-0.42,-54.39074819,0,-6.172844799,0.20809559,0
989,(주)포커스에이치엔에스,331380,2022,0.173928087,0.457727512,0.009200662,39.89,0.39,-53.09886053,0,-5.958008956,0.257838853,0
990,(주)폴라리스세원,234100,2022,0.139294132,0.615412977,0.025568487,40.69,0.48,-56.25061304,0,-6.339511492,0.176205401,0
992,(주)폴라리스우노,114630,2022,0.432875855,0.51109397,0.110401253,52.47,0.05,-51.49734978,0,-5.96183985,0.256855522,0
993,(주)푸드나무,290720,2022,0.159382257,0.828234224,0.009608567,4.32,0.14,-55.56763018,0,-5.588510475,0.372665552,0
994,(주)푸드웰,5670,2022,0.409115391,1.942296296,0.010199422,0.42,0.39,-58.95540281,0,-5.73215486,0.322962351,0
995,(주)푸른기술,94940,2022,0.476706392,0.191705876,0.102250389,43.1,-0.48,-53.36822714,0,-6.474946548,0.153920852,0
998,(주)프럼파스트,35200,2022,0.781060736,0.11331789,0.039599047,61.17,-0.93,-52.3701921,0,-7.243198844,0.071450997,0
1000,(주)프로이천,321260,2022,0.515202056,0.063978178,0.02668098,62.47,-0.58,-53.47040508,0,-7.137435968,0.079415616,0
1001,(주)프로텍,53610,2022,0.817716937,0.18420669,0.016189403,50.07,-0.73,-62.79831077,0,-8.984781715,0.012528655,0
1003,(주)프리엠스,53160,2022,0.514296055,0.143952802,0.085515659,60.05,-2.05,-49.4861767,0,-6.295614767,0.184097963,0
1006,(주)플래티어,367000,2022,0.28054715,0.113018135,0.04736073,47.95,-0.33,-48.14313052,0,-5.52530678,0.39688317,0
1007,(주)플랜티넷,75130,2022,0.507407002,0.355020268,0.161216563,34.21,-1.59,-56.28925671,0,-6.730012352,0.119309303,0
1011,(주)피델릭스,32580,2022,0.154222999,0.205168511,0.103171212,76.77,0,-47.40586162,0,-5.458618674,0.424136951,0
1012,(주)피씨디렉트,51380,2022,0.314883475,0.750047255,0.023195191,41.24,0.2,-53.94873573,0,-6.114328778,0.220608176,0
1015,(주)피엔티,137400,2022,0.16581885,0.866981316,0.05855237,9.78,0.34,-66.67373583,0,-7.515535236,0.054426209,0
1016,(주)피엔풍년,24940,2022,0.707525342,0.101823821,0.038619685,52.61,-0.53,-51.77925797,0,-6.878540434,0.10285867,0
1017,(주)피제이메탈,128660,2022,0.353242849,0.637696487,0.036985828,20.54,0.49,-55.36849688,0,-6.104431906,0.222797458,0
1018,(주)피제이전자,6140,2022,0.600720742,0.772394534,0.036886051,21.88,0.55,-58.73778214,0,-6.976025454,0.093313654,0
1022,(주)픽셀플러스,87600,2022,0.925269191,0.16283224,0.016687347,51.4,-0.88,-56.80006507,0,-8.099552307,0.030358287,0
1024,(주)필옵틱스,161580,2022,0.035410655,1.441967217,0.102727739,7.16,1.13,-60.96123412,0,-5.726079585,0.324924013,0
1026,(주)핑거,163730,2022,0.09709181,0.160726651,0.097911256,48.03,-0.72,-55.19303476,0,-6.41498271,0.163417332,0
1029,(주)하림,136480,2022,0.028832764,2.111018835,0.042255283,-14.65,1.11,-65.72440093,0,-5.942760833,0.261790168,0
1033,(주)하이로닉,149980,2022,0.44381906,0.073356703,0.056877539,55.54,-0.39,-48.67253313,0,-5.970749688,0.254582946,0
1034,(주)하이비젼시스템,126700,2022,0.590809034,0.31712127,0.262077722,44.84,-0.62,-58.26927319,0,-7.065590027,0.085326222,0
1036,(주)하이텍팜,106190,2022,0.539530416,0.417548213,0.093018738,15.36,0.45,-58.22430252,0,-6.791910045,0.112156277,0
1037,(주)하츠,66130,2022,0.61668858,0.566897365,0.031866136,40.23,-0.14,-52.27970975,0,-6.331863975,0.177555699,0
1038,(주)한국가구,4590,2022,0.566990621,0.680627451,0.047046581,18.68,0.17,-58.44865089,0,-6.889968435,0.101691081,0
1039,(주)한국경제티브이,39340,2022,0.783342143,0.206333205,0.159020613,41.71,-3.25,-55.76190591,0,-7.361078332,0.063510918,0
1041,(주)한국큐빅,21650,2022,0.336842704,1.652224579,0.01363961,15.17,0.36,-59.51262709,0,-6.152269953,0.212412286,0
1043,(주)한국파마,32300,2022,0.166097734,0.304759912,0.115983167,21.8,4.51,-57.65994177,0,-5.987788708,0.250292615,0
1044,(주)한국팩키지,37230,2022,0.100716245,1.65676314,0.066321859,-15.71,1.07,-67.66274068,0,-6.608019187,0.134768391,0
