848,시간,회사명,종목코드,공시제목,제출인
33,2013-03-18 19:33,메이슨캐피탈,021880,관리종목지정(상장폐지사유 발생),코스닥시장본부
32,2013-03-18 18:09,한국스팩1호,123290,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
31,2013-03-18 18:09,에스비아이앤솔로몬스,123910,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
30,2013-03-18 18:06,대신증권그로쓰스팩,123550,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
29,2013-03-18 16:18,롯데관광개발,032350,관리종목지정,유가증권시장본부
28,2013-03-15 18:45,마이스코,088700,관리종목지정(회생절차 개시신청),코스닥시장본부
27,2013-03-15 18:37,아큐텍,013780,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
26,2013-03-15 18:00,한일진공,123840,관리종목지정(SPAC 상장예비심사청구서 미제출),코스닥시장본부
25,2013-03-14 20:16,엔터미디어,068420,"관리종목지정사유일부해제(반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정 사유 해소)",코스닥시장본부
24,2013-03-13 18:58,오리엔탈정공,014940,관리종목지정사유추가,코스닥시장본부
23,2013-03-11 18:34,라온시큐어,042510,관리종목 해제,코스닥시장본부
22,2013-03-08 18:44,유에이블,071530,관리종목지정(상장폐지사유 발생),코스닥시장본부
21,2013-03-08 18:05,케이엔씨글로벌,068150,관리종목 해제,코스닥시장본부
20,2013-03-07 19:04,녹십자셀,031390,관리종목 해제,코스닥시장본부
19,2013-03-07 19:03,제넥신,095700,관리종목 해제,코스닥시장본부
18,2013-02-22 18:55,HLB이노베이션,024850,관리종목 해제,코스닥시장본부
17,2013-02-20 18:43,엔터미디어,068420,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
16,2013-02-18 18:00,한국스팩1호,123290,관리종목지정(SPAC 상장예비심사청구서 미제출),코스닥시장본부
15,2013-02-15 18:22,에스비아이앤솔로몬스,123910,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
14,2013-02-15 18:21,대신증권그로쓰스팩,123550,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
13,2013-02-15 18:12,한일건설,006440,관리종목지정(기업회생절차개시 신청),유가증권시장본부
12,2013-02-14 18:28,신민저축은행,031920,관리종목지정사유추가,코스닥시장본부
11,2013-02-14 18:18,와이오엠,066430,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복 ),코스닥시장본부
10,2013-02-01 18:15,한화SV스팩1호,124050,관리종목지정사유추가,코스닥시장본부
9,2013-01-30 16:44,엠텍비젼,074000,관리종목지정(회생절차 개시신청),코스닥시장본부
8,2013-01-25 16:54,한국유리공업,002000,관리종목지정해제,유가증권시장본부
7,2013-01-17 18:21,제주은행,006220,관리종목지정해제,유가증권시장본부
6,2013-01-17 13:41,삼환기업,000360,관리종목지정사유변경(회생절차 종결 결정),유가증권시장본부
5,2013-01-14 18:22,오리엔탈정공,014940,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
4,2013-01-14 17:46,에듀언스,009010,관리종목지정사유추가(시가총액 40억원 미달 30일 연속),코스닥시장본부
3,2013-01-10 18:35,아큐텍,013780,관리종목지정(불성실공시),코스닥시장본부
2,2013-01-09 18:47,트라이써클,034010,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
1,2013-01-07 18:05,히든챔피언스팩1호,123160,관리종목지정사유추가,코스닥시장본부
449,2012-12-31 18:02,한화SV스팩1호,124050,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
448,2012-12-28 18:43,일성신약,003120,관리종목지정(거래량요건 미충족),유가증권시장본부
447,2012-12-27 18:08,트라이써클,034010,관리종목지정(불성실공시),코스닥시장본부
446,2012-12-27 17:41,신민저축은행,031920,관리종목지정사유추가(시가총액 40억원 미달 30일 연속 ),코스닥시장본부
445,2012-12-20 18:40,케이엔씨글로벌,068150,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
444,2012-12-17 18:49,AD모터스,038120,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
443,2012-12-17 15:57,삼우이엠씨,026250,관리종목지정(회생절차 개시신청),코스닥시장본부
442,2012-12-14 18:36,휴먼텍코리아,066060,관리종목지정(회생절차 개시신청),코스닥시장본부
441,2012-12-13 18:30,네이처셀,007390,관리종목지정(불성실공시법인),코스닥시장본부
440,2012-12-13 18:25,엘컴텍,037950,관리종목지정사유추가(불성실공시),코스닥시장본부
439,2012-12-06 18:09,히든챔피언스팩1호,123160,관리종목지정(SPAC 상장예비심사청구서 미제출 등),코스닥시장본부
438,2012-12-05 17:47,에스와이코퍼레이션,008080,관리종목지정해제,유가증권시장본부
437,2012-11-27 18:30,아큐텍,013780,관리종목지정(불성실공시),코스닥시장본부
436,2012-11-19 18:33,오리엔트정공,065500,관리종목지정사유일부해제(상장폐지 사유 해소),코스닥시장본부
435,2012-11-14 18:45,벽산건설,002530,관리종목지정사유변경,유가증권시장본부
434,2012-11-05 18:03,우리스팩1호,122750,관리종목지정,유가증권시장본부
433,2012-11-02 14:23,신일건업,014350,관리종목지정(기업 회생절차개시 신청),유가증권시장본부
432,2012-10-24 18:24,알에스넷,046430,관리종목지정사유추가(상장폐지사유 발생 ),코스닥시장본부
431,2012-10-18 19:35,엘컴텍,037950,관리종목지정(회생절차 개시신청),코스닥시장본부
430,2012-10-12 18:34,큐리어스,045050,관리종목지정사유추가,코스닥시장본부
429,2012-10-10 18:37,미래에셋스팩1호,121950,관리종목지정사유추가,코스닥시장본부
428,2012-10-09 18:20,어울림 네트,042820,관리종목지정사유추가,코스닥시장본부
427,2012-09-26 18:18,웅진,016880,관리종목지정,유가증권시장본부
426,2012-09-21 17:49,동양밸류스팩,122290,관리종목지정,유가증권시장본부
425,2012-09-20 18:34,알에스넷,046430,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
424,2012-09-20 17:31,와이오엠,066430,관리종목지정,코스닥시장본부
423,2012-09-20 07:08,메디콕스,054180,관리종목지정(최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생),코스닥시장본부
422,2012-09-18 19:12,SSCP,071660,관리종목지정(상장폐지 사유 발생),코스닥시장본부
421,2012-09-13 22:48,유아이에너지,050050,관리종목지정사유추가,코스닥시장본부
420,2012-09-13 20:53,신민저축은행,031920,관리종목지정(자본잠식률 50% 이상 외 1건),코스닥시장본부
419,2012-09-13 18:33,에프앤리퍼블릭,064090,관리종목 해제(상장폐지 사유 해소),코스닥시장본부
418,2012-09-11 18:31,아큐텍,013780,관리종목 해제(시가총액 40억원 미달 30일 연속 사유 해소 ),코스닥시장본부
417,2012-09-10 18:38,미래에셋스팩1호,121950,관리종목지정(SPAC 상장예비심사청구서 미제출),코스닥시장본부
416,2012-08-31 19:19,디지텍시스템,091690,관리종목 해제(사업보고서(연결감사보고서) 미제출 사유 해소),코스닥시장본부
415,2012-08-31 19:16,디지텍시스템,091690,관리종목지정(사업보고서(연결감사보고서) 미제출),코스닥시장본부
414,2012-08-29 20:09,인스프리트,073130,관리종목지정사유추가,코스닥시장본부
413,2012-08-29 19:51,룽투코리아,060240,관리종목지정사유일부해제,코스닥시장본부
412,2012-08-29 19:51,소니드,060230,관리종목지정사유일부해제,코스닥시장본부
411,2012-08-29 19:47,동양텔레콤,007150,관리종목지정사유추가,코스닥시장본부
410,2012-08-29 19:29,이디디컴퍼니,052650,관리종목지정,코스닥시장본부
409,2012-08-29 18:34,성융광전투자,900150,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
408,2012-08-29 18:15,연합과기,900030,관리종목지정,유가증권시장본부
407,2012-08-28 16:50,유일엔시스,038720,관리종목지정사유일부해제,코스닥시장본부
406,2012-08-24 19:16,어울림정보,038320,관리종목지정사유추가및일부해제,코스닥시장본부
405,2012-08-24 19:15,어울림엘시스,033280,관리종목지정사유추가및일부해제,코스닥시장본부
404,2012-08-24 19:15,어울림 네트,042820,관리종목지정사유일부해제,코스닥시장본부
403,2012-08-24 18:04,대우증권스팩,121910,관리종목지정,유가증권시장본부
402,2012-08-24 17:01,중국고섬,950070,관리종목지정,유가증권시장본부
401,2012-08-24 15:56,지앤에스티,036920,관리종목지정사유일부해제,코스닥시장본부
400,2012-08-20 17:53,배명금속,011800,관리종목지정사유변경,유가증권시장본부
399,2012-08-17 18:01,중앙건설,015110,관리종목지정,유가증권시장본부
398,2012-08-17 17:59,디브이에스,046400,관리종목지정사유일부해제,코스닥시장본부
397,2012-08-17 09:10,GT&T,053870,[정정]관리종목 해제(사업보고서 미제출 사유 해소),코스닥시장본부
396,2012-08-14 22:55,GT&T,053870,[정정]관리종목지정(사업보고서 미제출),코스닥시장본부
395,2012-08-14 22:40,GT&T,053870,관리종목 해제(사업보고서 미제출 사유 해소 )[정],코스닥시장본부
394,2012-08-14 22:40,GT&T,053870,관리종목지정(사업보고서 미제출 )[정],코스닥시장본부
393,2012-08-14 20:15,아큐텍,013780,관리종목지정사유일부해제,코스닥시장본부
392,2012-08-14 20:14,무한투자,034510,관리종목지정사유추가,코스닥시장본부
391,2012-08-14 20:14,HLB이노베이션,024850,관리종목지정사유추가,코스닥시장본부
390,2012-08-14 20:12,엔터미디어,068420,관리종목지정사유추가,코스닥시장본부
389,2012-08-14 20:11,큐리어스,045050,관리종목지정사유추가,코스닥시장본부
388,2012-08-14 20:10,지아이바이오,035450,관리종목지정사유추가,코스닥시장본부
387,2012-08-14 20:09,프리젠,060910,관리종목지정사유추가,코스닥시장본부
386,2012-08-14 20:08,엔케이바이오,019260,관리종목지정사유추가(자본잠식률 50% 이상 등),코스닥시장본부
385,2012-08-14 20:06,어울림 네트,042820,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
384,2012-08-14 20:05,어울림정보,038320,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
383,2012-08-14 20:05,어울림엘시스,033280,관리종목지정사유추가(반기보고서 미제출),코스닥시장본부
382,2012-08-14 20:04,에듀언스,009010,관리종목지정,코스닥시장본부
381,2012-08-14 20:04,티에스넥스젠,043220,관리종목지정,코스닥시장본부
380,2012-08-14 20:04,유아이에너지,050050,관리종목지정사유추가,코스닥시장본부
379,2012-08-14 19:18,배명금속,011800,관리종목지정,유가증권시장본부
378,2012-08-14 19:12,삼환기업,000360,관리종목지정사유변경,유가증권시장본부
377,2012-08-14 19:12,벽산건설,002530,관리종목지정사유변경,유가증권시장본부
376,2012-08-14 19:12,남광토건,001260,관리종목지정사유변경,유가증권시장본부
375,2012-08-13 18:41,오리엔탈정공,014940,관리종목지정,코스닥시장본부
374,2012-08-13 18:12,에프앤리퍼블릭,064090,관리종목지정사유일부해제(자본잠식률 50% 미만으로 회복),코스닥시장본부
373,2012-08-10 18:09,대한은박지,007480,관리종목지정해제,유가증권시장본부
372,2012-08-01 18:15,금강제강,105070,관리종목지정(상장폐지사유발생),코스닥시장본부
371,2012-08-01 17:09,남광토건,001260,관리종목지정(기업회생절차 개시 신청),유가증권시장본부
370,2012-07-23 18:37,엔케이바이오,019260,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
369,2012-07-16 17:02,삼환기업,000360,관리종목지정(회생절차개시 신청),유가증권시장본부
368,2012-07-10 18:57,신텍,099660,관리종목 해제(상장폐지사유 해소),코스닥시장본부
367,2012-07-03 17:50,중국고섬,950070,관리종목지정해제,유가증권시장본부
366,2012-06-26 17:28,벽산건설,002530,관리종목지정사유변경,유가증권시장본부
365,2012-06-25 18:34,중국고섬,950070,관리종목지정사유변경,유가증권시장본부
364,2012-06-21 18:16,디에이치패션,045260,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
363,2012-06-20 19:01,해피드림,065180,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
362,2012-06-20 18:41,엔터미디어,068420,관리종목지정(불성실공시법인지정),코스닥시장본부
361,2012-06-13 18:10,무한투자,034510,관리종목지정사유추가,코스닥시장본부
360,2012-06-11 18:50,중국고섬,950070,관리종목지정,유가증권시장본부
359,2012-05-23 18:15,엔스퍼트,098400,관리종목지정사유추가,코스닥시장본부
358,2012-05-17 14:24,큐리어스,045050,관리종목지정,코스닥시장본부
357,2012-05-15 19:24,평안물산,037240,관리종목지정사유추가,코스닥시장본부
356,2012-05-14 18:35,엔스퍼트,098400,관리종목지정사유추가(파산신청),코스닥시장본부
355,2012-05-10 17:12,한림창투,021060,관리종목지정,코스닥시장본부
354,2012-05-09 17:27,케이비물산,008540,관리종목지정해제,유가증권시장본부
353,2012-05-04 18:33,디브이에스,046400,관리종목지정사유추가,코스닥시장본부
352,2012-05-02 18:36,아큐텍,013780,관리종목지정사유추가(시가총액 40억원 미달 30일 연속),코스닥시장본부
351,2012-05-02 18:27,풍림산업,001310,관리종목지정,유가증권시장본부
350,2012-04-30 22:31,성융광전투자,900150,관리종목지정(상장폐지사유발생),코스닥시장본부
349,2012-04-30 18:35,케이비물산,008540,관리종목지정,유가증권시장본부
348,2012-04-23 19:31,케이엔씨글로벌,068150,관리종목지정사유추가(상장폐지사유발생),코스닥시장본부
347,2012-04-23 19:29,클루넷,067130,관리종목지정사유추가(상장폐지 사유 발생),코스닥시장본부
346,2012-04-13 18:26,JH코오스,065310,관리종목지정,코스닥시장본부
345,2012-04-13 18:23,에프앤리퍼블릭,064090,관리종목지정사유추가,코스닥시장본부
344,2012-04-13 17:46,비앤비성원,015200,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
343,2012-04-09 20:13,폴리플러스,065610,관리종목지정사유일부해제(사업보고서 미제출 사유 해소),코스닥시장본부
342,2012-04-09 19:25,보광티에스,066690,관리종목지정사유추가및일부해제,코스닥시장본부
341,2012-04-09 19:22,지아이바이오,035450,관리종목지정사유추가(불성실공시),코스닥시장본부
340,2012-04-09 19:20,평안물산,037240,관리종목지정사유일부해제,코스닥시장본부
339,2012-04-09 19:17,범양건영,002410,관리종목지정사유변경,유가증권시장본부
338,2012-04-09 19:14,유아이에너지,050050,[정정]관리종목지정사유추가및일부해제,코스닥시장본부
337,2012-04-09 18:55,유아이에너지,050050,관리종목지정사유추가및일부해제[정],코스닥시장본부
336,2012-04-09 18:54,블루젬디앤씨,053040,관리종목지정사유일부해제,코스닥시장본부
335,2012-04-04 18:05,비앤비성원,015200,관리종목지정사유일부해제(사업보고서 미제출 사유 해소 ),코스닥시장본부
334,2012-04-03 18:07,평안물산,037240,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
333,2012-04-02 11:10,동양텔레콤,007150,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
332,2012-03-30 22:30,CT&T,050470,관리종목지정사유추가,코스닥시장본부
331,2012-03-30 22:27,미리넷,056710,관리종목지정사유추가,코스닥시장본부
330,2012-03-30 22:18,아이스테이션,056010,관리종목지정사유추가,코스닥시장본부
329,2012-03-30 22:16,대국,042340,관리종목지정사유추가,코스닥시장본부
328,2012-03-30 22:15,에이프로테크놀로지,045470,관리종목지정사유추가,코스닥시장본부
327,2012-03-30 22:05,에피밸리,068630,관리종목지정사유추가,코스닥시장본부
326,2012-03-30 21:52,유아이에너지,050050,관리종목지정사유추가,코스닥시장본부
325,2012-03-30 21:51,평안물산,037240,관리종목지정사유추가,코스닥시장본부
324,2012-03-30 21:50,보광티에스,066690,관리종목지정사유추가,코스닥시장본부
323,2012-03-30 21:50,엘앤씨피,015390,관리종목지정사유추가,코스닥시장본부
322,2012-03-30 21:49,코아에스앤아이,052350,관리종목지정사유추가,코스닥시장본부
321,2012-03-30 21:48,블루젬디앤씨,053040,관리종목지정사유추가,코스닥시장본부
320,2012-03-30 21:04,한국유리공업,002000,관리종목지정,유가증권시장본부
319,2012-03-30 21:04,대한해운,005880,관리종목지정사유변경,유가증권시장본부
318,2012-03-30 21:04,키다리스튜디오,020120,관리종목지정,유가증권시장본부
317,2012-03-30 21:02,대우송도개발,004550,관리종목지정사유변경,유가증권시장본부
316,2012-03-30 21:01,동양건설,005900,관리종목지정사유변경,유가증권시장본부
315,2012-03-30 21:01,범양건영,002410,관리종목지정사유변경,유가증권시장본부
314,2012-03-30 20:54,벽산건설,002530,관리종목지정,유가증권시장본부
313,2012-03-30 20:54,다함이텍,009280,관리종목지정,유가증권시장본부
312,2012-03-30 19:16,아인스M&M,040740,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
311,2012-03-30 19:16,비앤비성원,015200,관리종목지정사유추가(사업보고서 미제출 등),코스닥시장본부
310,2012-03-30 19:16,폴리플러스,065610,관리종목지정사유추가(사업보고서 미제출),코스닥시장본부
309,2012-03-30 19:16,미주제강,002670,관리종목지정사유추가(사업보고서 미제출 외 1건),코스닥시장본부
308,2012-03-30 18:18,제주은행,006220,상장폐지기준 적용 유예,유가증권시장본부
307,2012-03-30 18:04,미주제강,002670,관리종목지정사유추가(회생절차 개시신청 ),코스닥시장본부
306,2012-03-29 18:32,에이프로테크놀로지,045470,관리종목지정사유추가,코스닥시장본부
305,2012-03-29 17:13,인스프리트,073130,[정정]관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인),코스닥시장본부
304,2012-03-29 14:56,인스프리트,073130,관리종목지정사유추가(정기주주총회 미개최 또는 재무제표 미승인)[정],코스닥시장본부
303,2012-03-28 17:46,클루넷,067130,관리종목지정,코스닥시장본부
302,2012-03-28 17:27,성지건설,005980,관리종목지정해제,유가증권시장본부
301,2012-03-28 16:57,한림창투,021060,관리종목 해제,코스닥시장본부
300,2012-03-28 14:15,지앤에스티,036920,관리종목지정,코스닥시장본부
299,2012-03-27 18:46,인바이오젠,101140,관리종목지정해제,유가증권시장본부
298,2012-03-26 18:35,대국,042340,관리종목지정사유추가,코스닥시장본부
297,2012-03-26 07:25,디에이치패션,045260,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
296,2012-03-23 18:34,미리넷,056710,관리종목지정사유추가,코스닥시장본부
295,2012-03-23 17:46,엘앤씨피,015390,관리종목지정사유일부해제,코스닥시장본부
294,2012-03-22 21:10,폴리플러스,065610,관리종목지정(상장폐지사유 발생),코스닥시장본부
293,2012-03-22 21:05,미성포리테크,094700,[정정]관리종목지정사유추가,코스닥시장본부
292,2012-03-22 20:36,어울림 네트,042820,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
291,2012-03-22 20:36,어울림정보,038320,관리종목지정(자본잠식률 50% 이상),코스닥시장본부
290,2012-03-22 20:16,미주제강,002670,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
289,2012-03-22 20:16,비앤비성원,015200,관리종목지정(상장폐지사유 발생),코스닥시장본부
288,2012-03-22 19:57,미성포리테크,094700,관리종목지정사유추가[정],코스닥시장본부
287,2012-03-22 19:31,디브이에스,046400,관리종목지정사유추가및일부해제,코스닥시장본부
286,2012-03-22 19:22,코아에스앤아이,052350,관리종목지정사유추가,코스닥시장본부
285,2012-03-22 19:15,어울림엘시스,033280,관리종목지정,코스닥시장본부
284,2012-03-22 18:38,동양텔레콤,007150,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
283,2012-03-22 18:24,서울리거,043710,관리종목 해제,코스닥시장본부
282,2012-03-22 18:22,무한투자,034510,관리종목지정,코스닥시장본부
281,2012-03-22 18:16,룽투코리아,060240,관리종목지정(자본잠식률 50% 이상외 2건),코스닥시장본부
280,2012-03-22 17:54,소니드,060230,관리종목지정,코스닥시장본부
279,2012-03-22 16:42,녹십자셀,031390,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
278,2012-03-22 16:05,AD모터스,038120,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
277,2012-03-22 15:43,아이오케이,078860,관리종목 해제,코스닥시장본부
276,2012-03-22 14:47,우경,025920,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
275,2012-03-22 14:05,씨앤케이인터,039530,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
274,2012-03-22 14:04,지아이바이오,035450,관리종목지정,코스닥시장본부
273,2012-03-22 07:08,아큐텍,013780,관리종목지정(자본잠식률 50% 이상),코스닥시장본부
272,2012-03-21 19:37,에프앤리퍼블릭,064090,관리종목지정,코스닥시장본부
271,2012-03-21 19:24,보광티에스,066690,관리종목지정사유추가,코스닥시장본부
270,2012-03-21 19:03,인스프리트,073130,관리종목지정(자본잠식률 50% 이상 등),코스닥시장본부
269,2012-03-21 18:49,팬스타엔터프라이즈,054300,관리종목 해제,코스닥시장본부
268,2012-03-21 18:12,케이엔씨글로벌,068150,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
267,2012-03-21 16:54,제넥신,095700,관리종목지정,코스닥시장본부
266,2012-03-21 16:36,보광티에스,066690,관리종목지정,코스닥시장본부
265,2012-03-21 15:37,유일엔시스,038720,관리종목지정,코스닥시장본부
264,2012-03-20 18:53,CT&T,050470,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
263,2012-03-20 18:49,오리엔트정공,065500,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
262,2012-03-20 18:40,평산,089480,관리종목지정사유추가(상장폐지사유발생),코스닥시장본부
261,2012-03-20 18:09,쎄니트,037760,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
260,2012-03-20 15:28,엘앤씨피,015390,관리종목지정사유추가,코스닥시장본부
259,2012-03-19 20:13,엔스퍼트,098400,[정정]관리종목지정(자본잠식율 50%이상 등),코스닥시장본부
258,2012-03-19 20:11,아이스테이션,056010,관리종목지정사유추가(자기자본 10억원 미만),코스닥시장본부
257,2012-03-19 19:17,엔스퍼트,098400,관리종목지정(상장폐지사유 발생)[정],코스닥시장본부
256,2012-03-19 16:11,HLB이노베이션,024850,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
255,2012-03-19 08:54,오리엔트정공,065500,관리종목지정사유추가및일부해제,코스닥시장본부
254,2012-03-15 19:04,블루젬디앤씨,053040,관리종목지정(상장폐지사유발생),코스닥시장본부
253,2012-03-14 15:21,프리젠,060910,관리종목지정(최근 4사업연도 연속 영업손실 발생),코스닥시장본부
252,2012-03-12 19:26,아인스M&M,040740,[정정]관리종목지정(상장폐지사유 발생),코스닥시장본부
251,2012-03-12 16:50,라온시큐어,042510,관리종목지정(최근 4사업연도 연속 영업손실 발생 ),코스닥시장본부
250,2012-03-12 16:44,평안물산,037240,관리종목지정사유추가,코스닥시장본부
249,2012-03-08 17:32,아인스M&M,040740,관리종목지정[정],코스닥시장본부
248,2012-03-07 19:18,넷웨이브,047730,관리종목지정(상장폐지사유 발생),코스닥시장본부
247,2012-03-06 18:02,케이비물산,008540,관리종목지정해제,유가증권시장본부
246,2012-02-29 17:15,케이비물산,008540,관리종목지정,유가증권시장본부
245,2012-02-23 18:08,유아이에너지,050050,관리종목지정(불성실공시),코스닥시장본부
244,2012-02-14 18:33,보광티에스,066690,관리종목 해제,코스닥시장본부
243,2012-02-10 18:20,아이팩토리,053810,관리종목지정,코스닥시장본부
242,2012-02-07 16:52,보광티에스,066690,관리종목지정,코스닥시장본부
241,2012-02-06 18:05,신민저축은행,031920,관리종목 해제,코스닥시장본부
240,2012-02-02 18:37,벽산,007210,관리종목지정해제,유가증권시장본부
239,2012-01-31 18:07,에이프로테크놀로지,045470,관리종목지정(불성실공시법인),코스닥시장본부
238,2012-01-30 18:26,코아에스앤아이,052350,관리종목지정사유추가(상장폐지사유발생),코스닥시장본부
237,2012-01-27 12:03,아큐텍,013780,관리종목 해제(파산신청 사유 해소 ),코스닥시장본부
236,2012-01-25 17:40,아큐텍,013780,관리종목지정(파산신청),코스닥시장본부
235,2012-01-19 18:23,성지건설,005980,관리종목지정사유변경,유가증권시장본부
234,2012-01-19 18:00,CT&T,050470,관리종목지정사유추가(불성실공시),코스닥시장본부
233,2012-01-03 17:52,코아에스앤아이,052350,관리종목지정,코스닥시장본부
232,2011-12-27 18:10,씨티엘테크,088960,관리종목지정사유추가(상장폐지사유발생),코스닥시장본부
231,2011-12-23 18:33,아큐텍,013780,관리종목 해제(파산신청 사유 해소 ),코스닥시장본부
230,2011-12-23 18:32,아큐텍,013780,관리종목지정(파산신청),코스닥시장본부
229,2011-12-20 16:59,엘앤씨피,015390,관리종목지정(파산신청),코스닥시장본부
228,2011-12-19 18:34,엔하이테크,046720,관리종목지정(상장폐지사유 발생),코스닥시장본부
227,2011-12-16 18:23,에이원마이크로,037380,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
226,2011-12-12 18:06,지앤디윈텍,061050,관리종목지정사유추가(상장폐지사유 발생),코스닥시장본부
225,2011-12-09 17:23,소프트센,032680,관리종목 해제,코스닥시장본부
224,2011-12-07 18:18,신텍,099660,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
223,2011-12-05 18:47,에스와이코퍼레이션,008080,관리종목지정,유가증권시장본부
222,2011-12-01 17:11,CT&T,050470,관리종목지정사유추가(회생절차 개시신청),코스닥시장본부
221,2011-11-30 18:25,미성포리테크,094700,관리종목지정(회생절차개신신청),코스닥시장본부
220,2011-11-29 18:27,엘앤피아너스,061140,관리종목지정사유추가(분기보고서 미제출),코스닥시장본부
219,2011-11-21 17:09,블루젬디앤씨,053040,관리종목 해제(파산신청사유 해소),코스닥시장본부
218,2011-11-18 18:34,에이원마이크로,037380,관리종목지정,코스닥시장본부
217,2011-11-18 18:23,엘앤피아너스,061140,관리종목지정사유추가(상장폐지 사유발생),코스닥시장본부
216,2011-11-18 18:23,그린기술투자,025340,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
215,2011-11-18 18:00,블루젬디앤씨,053040,관리종목지정(파산신청),코스닥시장본부
214,2011-11-16 18:47,에이원마이크로,037380,관리종목 해제(분기보고서 미제출 사유 해소),코스닥시장본부
213,2011-11-14 22:04,에이원마이크로,037380,관리종목지정(분기보고서 미제출 ),코스닥시장본부
212,2011-11-09 18:40,엠젠솔루션,032790,관리종목 해제,코스닥시장본부
211,2011-11-03 18:24,팬스타엔터프라이즈,054300,관리종목지정사유일부해제,코스닥시장본부
210,2011-10-26 18:03,한림창투,021060,관리종목지정사유일부해제,코스닥시장본부
209,2011-10-25 18:57,케이비물산,008540,관리종목지정해제,유가증권시장본부
208,2011-10-24 20:15,케이비물산,008540,관리종목지정(매매거래정지 및 정지해제),유가증권시장본부
207,2011-10-24 15:34,미리넷,056710,관리종목지정,코스닥시장본부
206,2011-10-20 18:05,범양건영,002410,관리종목지정,유가증권시장본부
205,2011-10-14 18:03,네스테크,037540,관리종목지정,코스닥시장본부
204,2011-10-13 18:31,에피밸리,068630,관리종목지정사유추가,코스닥시장본부
203,2011-10-11 18:27,서울리거,043710,관리종목지정(상장폐지사유 발생),코스닥시장본부
202,2011-10-07 18:28,아시아미디어홀딩스,052810,관리종목지정사유추가,코스닥시장본부
201,2011-10-07 17:51,유에이블,071530,[정정]관리종목지정,코스닥시장본부
200,2011-10-07 15:10,유에이블,071530,[정정]관리종목지정[정],코스닥시장본부
199,2011-10-07 13:43,유에이블,071530,관리종목지정[정],코스닥시장본부
198,2011-09-28 18:49,서울저축은행,016560,관리종목지정(매매거래정지 및 정지해제),유가증권시장본부
197,2011-09-28 18:36,비엔씨컴퍼니,058370,관리종목 해제,코스닥시장본부
196,2011-09-27 18:14,에스티씨라이프,026220,관리종목지정사유추가,코스닥시장본부
195,2011-09-21 19:10,네프로아이티,950030,관리종목지정(상장폐지사유 발생 ),코스닥시장본부
194,2011-09-20 07:13,신민저축은행,031920,관리종목지정(자본잠식률 50%이상등),코스닥시장본부
193,2011-09-15 19:35,메디콕스,054180,관리종목 해제,코스닥시장본부
192,2011-09-08 20:43,큐앤에스,052880,관리종목지정사유추가및일부해제,코스닥시장본부
